senderTs,senderMbps,receiverTs,receiverMbps
150.0,0.0,150.0,0.515
152.0,7.86,152.0,0.515
154.0,0.0,154.0,0.521
156.0,0.0,156.0,0.521
158.0,0.0,158.0,0.556
160.0,0.0,160.0,0.55
162.0,0.0,162.0,0.539
164.0,0.0,164.0,0.556
166.0,0.0,166.0,0.568
168.0,0.0,168.0,0.539
170.0,0.0,170.0,0.527
172.0,0.0,172.0,0.51
174.0,0.0,174.0,0.51
176.0,0.0,176.0,0.498
178.0,0.0,178.0,0.51
180.0,0.0,180.0,0.504
182.0,7.86,182.0,0.504
184.0,0.0,184.0,0.492
186.0,0.0,186.0,0.515
188.0,0.0,188.0,0.504
190.0,0.0,190.0,0.51
192.0,0.0,192.0,0.521
194.0,0.0,194.0,0.515
196.0,0.0,196.0,0.515
198.0,0.0,198.0,0.504
200.0,0.0,200.0,0.51
202.0,0.0,202.0,0.51
204.0,0.0,204.0,0.515
206.0,0.0,206.0,0.51
208.0,0.0,208.0,0.533
210.0,0.0,210.0,0.521
212.0,7.86,212.0,0.521
214.0,0.0,214.0,0.527
216.0,0.0,216.0,0.515
218.0,0.0,218.0,0.504
220.0,0.0,220.0,0.51
222.0,0.0,222.0,0.51
224.0,0.0,224.0,0.51
226.0,0.0,226.0,0.515
228.0,0.0,228.0,0.504
230.0,0.0,230.0,0.515
232.0,0.0,232.0,0.515
234.0,0.0,234.0,0.51
236.0,0.0,236.0,0.504
238.0,0.0,238.0,0.481
240.0,0.0,240.0,0.515
242.0,7.86,242.0,0.521
244.0,0.0,244.0,0.515
246.0,0.0,246.0,0.515
248.0,0.0,248.0,0.469
250.0,0.0,250.0,0.521
252.0,0.0,252.0,0.515
254.0,0.0,254.0,0.521
256.0,0.0,256.0,0.504
258.0,0.0,258.0,0.487
260.0,0.0,260.0,0.498
262.0,0.0,262.0,0.521
264.0,0.0,264.0,0.51
266.0,0.0,266.0,0.515
268.0,0.0,268.0,0.521
270.0,0.0,270.0,0.475
272.0,0.0,272.0,0.51
274.0,7.86,274.0,0.51
276.0,0.0,276.0,0.504
278.0,0.0,278.0,0.515
280.0,0.0,280.0,0.487
282.0,0.0,282.0,0.504
284.0,0.0,284.0,0.504
286.0,0.0,286.0,0.51
288.0,0.0,288.0,0.504
290.0,0.0,290.0,0.504
292.0,0.0,292.0,0.498
294.0,0.0,294.0,0.568
296.0,0.0,296.0,0.579
298.0,0.0,298.0,0.573
300.0,0.0,300.0,0.579
302.0,0.0,302.0,0.55
304.0,7.86,304.0,0.527
306.0,0.0,306.0,0.521
308.0,0.0,308.0,0.521
310.0,0.0,310.0,0.515
312.0,0.0,312.0,0.539
314.0,0.0,314.0,0.504
316.0,0.0,316.0,0.498
318.0,0.0,318.0,0.51
320.0,0.0,320.0,0.51
322.0,0.0,322.0,0.498
324.0,0.0,324.0,0.515
326.0,0.0,326.0,0.521
328.0,0.0,328.0,0.515
330.0,0.0,330.0,0.521
332.0,0.0,332.0,0.504
334.0,7.34,334.0,0.498
336.0,0.0,336.0,0.51
338.0,0.0,338.0,0.515
340.0,0.0,340.0,0.51
342.0,0.0,342.0,0.51
344.0,0.0,344.0,0.515
346.0,0.0,346.0,0.504
348.0,0.0,348.0,0.504
350.0,0.0,350.0,0.515
352.0,0.0,352.0,0.498
354.0,0.0,354.0,0.521
356.0,0.0,356.0,0.51
358.0,0.0,358.0,0.498
360.0,0.0,360.0,0.51
362.0,0.0,362.0,0.498
364.0,7.86,364.0,0.504
366.0,0.0,366.0,0.51
368.0,0.0,368.0,0.504
370.0,0.0,370.0,0.521
372.0,0.0,372.0,0.51
374.0,0.0,374.0,0.498
376.0,0.0,376.0,0.504
378.0,0.0,378.0,0.504
380.0,0.0,380.0,0.498
382.0,0.0,382.0,0.498
384.0,0.0,384.0,0.487
386.0,0.0,386.0,0.492
388.0,0.0,388.0,0.51
390.0,0.0,390.0,0.51
392.0,0.0,392.0,0.515
394.0,0.0,394.0,0.521
396.0,7.86,396.0,0.498
398.0,0.0,398.0,0.498
400.0,0.0,400.0,0.504
402.0,0.0,402.0,0.504
404.0,0.0,404.0,0.504
406.0,0.0,406.0,0.498
408.0,0.0,408.0,0.515
410.0,0.0,410.0,0.51
412.0,0.0,412.0,0.51
414.0,0.0,414.0,0.515
416.0,0.0,416.0,0.51
418.0,0.0,418.0,0.504
420.0,0.0,420.0,0.498
422.0,0.0,422.0,0.504
424.0,0.0,424.0,0.504
426.0,7.86,426.0,0.521
428.0,0.0,428.0,0.504
430.0,0.0,430.0,0.498
432.0,0.0,432.0,0.51
434.0,0.0,434.0,0.515
436.0,0.0,436.0,0.521
438.0,0.0,438.0,0.51
440.0,0.0,440.0,0.51
442.0,0.0,442.0,0.515
444.0,0.0,444.0,0.51
446.0,0.0,446.0,0.521
448.0,0.0,448.0,0.51
450.0,0.0,450.0,0.51
452.0,0.0,452.0,0.51
454.0,0.0,454.0,0.51
456.0,7.86,456.0,0.504
458.0,0.0,458.0,0.504
460.0,0.0,460.0,0.515
462.0,0.0,462.0,0.504
464.0,0.0,464.0,0.51
466.0,0.0,466.0,0.51
468.0,0.0,468.0,0.515
470.0,0.0,470.0,0.504
472.0,0.0,472.0,0.504
474.0,0.0,474.0,0.51
476.0,0.0,476.0,0.521
478.0,0.0,478.0,0.492
480.0,0.0,480.0,0.498
482.0,0.0,482.0,0.498
484.0,0.0,484.0,0.51
486.0,0.0,486.0,0.498
488.0,7.86,488.0,0.492
490.0,0.0,490.0,0.51
492.0,0.0,492.0,0.51
494.0,0.0,494.0,0.515
496.0,0.0,496.0,0.51
498.0,0.0,498.0,0.515
500.0,0.0,500.0,0.521
502.0,0.0,502.0,0.504
504.0,0.0,504.0,0.51
506.0,0.0,506.0,0.51
508.0,0.0,508.0,0.51
510.0,0.0,510.0,0.515
512.0,0.0,512.0,0.515
514.0,0.0,514.0,0.515
516.0,0.0,516.0,0.515
518.0,7.86,518.0,0.51
520.0,0.0,520.0,0.533
522.0,0.0,522.0,0.51
524.0,0.0,524.0,0.51
526.0,0.0,526.0,0.515
528.0,0.0,528.0,0.51
530.0,0.0,530.0,0.504
532.0,0.0,532.0,0.515
534.0,0.0,534.0,0.515
536.0,0.0,536.0,0.515
538.0,0.0,538.0,0.521
540.0,0.0,540.0,0.504
542.0,0.0,542.0,0.51
544.0,0.0,544.0,0.515
546.0,0.0,546.0,0.504
548.0,7.86,548.0,0.515
550.0,0.0,550.0,0.515
552.0,0.0,552.0,0.51
554.0,0.0,554.0,0.51
556.0,0.0,556.0,0.51
558.0,0.0,558.0,0.51
560.0,0.0,560.0,0.515
562.0,0.0,562.0,0.527
564.0,0.0,564.0,0.51
566.0,0.0,566.0,0.515
568.0,0.0,568.0,0.515
570.0,0.0,570.0,0.527
572.0,0.0,572.0,0.492
574.0,0.0,574.0,0.51
576.0,0.0,576.0,0.504
578.0,0.0,578.0,0.51
580.0,7.86,580.0,0.515
582.0,0.0,582.0,0.515
584.0,0.0,584.0,0.504
586.0,0.0,586.0,0.51
588.0,0.0,588.0,0.51
590.0,0.0,590.0,0.51
592.0,0.0,592.0,0.51
594.0,0.0,594.0,0.504
596.0,0.0,596.0,0.504
598.0,0.0,598.0,0.504
600.0,0.0,600.0,0.504
602.0,0.0,602.0,0.51
604.0,0.0,604.0,0.527
606.0,0.0,606.0,0.521
608.0,0.0,608.0,0.527
610.0,7.86,610.0,0.521
612.0,0.0,612.0,0.515
614.0,0.0,614.0,0.504
616.0,0.0,616.0,0.515
618.0,0.0,618.0,0.51
620.0,0.0,620.0,0.51
622.0,0.0,622.0,0.51
624.0,0.0,624.0,0.498
626.0,0.0,626.0,0.521
628.0,0.0,628.0,0.521
630.0,0.0,630.0,0.527
632.0,0.0,632.0,0.521
634.0,0.0,634.0,0.515
636.0,0.0,636.0,0.521
638.0,0.0,638.0,0.527
640.0,7.86,640.0,0.521
642.0,0.0,642.0,0.527
644.0,0.0,644.0,0.527
646.0,0.0,646.0,0.533
648.0,0.0,648.0,0.521
650.0,0.0,650.0,0.515
652.0,0.0,652.0,0.527
654.0,0.0,654.0,0.533
656.0,0.0,656.0,0.492
658.0,0.0,658.0,0.446
660.0,0.0,660.0,0.452
662.0,0.0,662.0,0.452
664.0,0.0,664.0,0.434
666.0,0.0,666.0,0.504
668.0,0.0,668.0,0.487
670.0,0.0,670.0,0.51
672.0,7.34,672.0,0.51
674.0,0.0,674.0,0.481
676.0,0.0,676.0,0.521
678.0,0.0,678.0,0.515
680.0,0.0,680.0,0.51
682.0,0.0,682.0,0.51
684.0,0.0,684.0,0.481
686.0,0.0,686.0,0.51
688.0,0.0,688.0,0.521
690.0,0.0,690.0,0.515
692.0,0.0,692.0,0.527
694.0,0.0,694.0,0.533
696.0,0.0,696.0,0.51
698.0,0.0,698.0,0.527
700.0,0.0,700.0,0.521
702.0,7.86,702.0,0.533
704.0,0.0,704.0,0.527
706.0,0.0,706.0,0.498
708.0,0.0,708.0,0.487
710.0,0.0,710.0,0.492
712.0,0.0,712.0,0.492
714.0,0.0,714.0,0.475
716.0,0.0,716.0,0.492
718.0,0.0,718.0,0.487
720.0,0.0,720.0,0.498
722.0,0.0,722.0,0.492
724.0,0.0,724.0,0.498
726.0,0.0,726.0,0.492
728.0,0.0,728.0,0.498
730.0,0.0,730.0,0.504
732.0,0.0,732.0,0.504
734.0,7.86,734.0,0.504
736.0,0.0,736.0,0.498
738.0,0.0,738.0,0.51
740.0,0.0,740.0,0.515
742.0,0.0,742.0,0.521
744.0,0.0,744.0,0.521
746.0,0.0,746.0,0.527
748.0,0.0,748.0,0.504
750.0,0.0,750.0,0.521
752.0,0.0,752.0,0.515
754.0,0.0,754.0,0.521
756.0,0.0,756.0,0.521
758.0,0.0,758.0,0.515
760.0,0.0,760.0,0.515
762.0,0.0,762.0,0.521
764.0,7.86,764.0,0.515
766.0,0.0,766.0,0.515
768.0,0.0,768.0,0.463
770.0,0.0,770.0,0.521
772.0,0.0,772.0,0.533
774.0,0.0,774.0,0.527
776.0,0.0,776.0,0.521
778.0,0.0,778.0,0.498
780.0,0.0,780.0,0.539
782.0,0.0,782.0,0.527
784.0,0.0,784.0,0.515
786.0,0.0,786.0,0.527
788.0,0.0,788.0,0.51
790.0,0.0,790.0,0.521
792.0,0.0,792.0,0.521
794.0,7.86,794.0,0.515
796.0,0.0,796.0,0.521
798.0,0.0,798.0,0.51
800.0,0.0,800.0,0.475
802.0,0.0,802.0,0.515
804.0,0.0,804.0,0.521
806.0,0.0,806.0,0.504
808.0,0.0,808.0,0.51
810.0,0.0,810.0,0.487
812.0,0.0,812.0,0.515
814.0,0.0,814.0,0.515
816.0,0.0,816.0,0.515
818.0,0.0,818.0,0.51
820.0,0.0,820.0,0.463
822.0,0.0,822.0,0.515
824.0,0.0,824.0,0.515
826.0,7.86,826.0,0.51
828.0,0.0,828.0,0.515
830.0,0.0,830.0,0.481
832.0,0.0,832.0,0.515
834.0,0.0,834.0,0.515
836.0,0.0,836.0,0.521
838.0,0.0,838.0,0.504
840.0,0.0,840.0,0.51
842.0,0.0,842.0,0.521
844.0,0.0,844.0,0.55
846.0,0.0,846.0,0.562
848.0,0.0,848.0,0.55
850.0,0.0,850.0,0.556
852.0,0.0,852.0,0.573
854.0,7.86,854.0,0.539
856.0,0.0,856.0,0.533
858.0,0.0,858.0,0.544
860.0,0.0,860.0,0.539
862.0,0.0,862.0,0.527
864.0,0.0,864.0,0.521
866.0,0.0,866.0,0.515
868.0,0.0,868.0,0.521
870.0,0.0,870.0,0.527
872.0,0.0,872.0,0.481
874.0,0.0,874.0,0.533
876.0,0.0,876.0,0.527
878.0,0.0,878.0,0.515
880.0,0.0,880.0,0.498
882.0,0.0,882.0,0.498
884.0,7.86,884.0,0.55
886.0,0.0,886.0,0.533
888.0,0.0,888.0,0.533
890.0,0.0,890.0,0.521
892.0,0.0,892.0,0.475
894.0,0.0,894.0,0.539
896.0,0.0,896.0,0.527
898.0,0.0,898.0,0.515
900.0,0.0,900.0,0.515
902.0,0.0,902.0,0.51
904.0,0.0,904.0,0.504
906.0,0.0,906.0,0.515
908.0,0.0,908.0,0.515
910.0,0.0,910.0,0.515
912.0,0.0,912.0,0.51
914.0,7.86,914.0,0.469
916.0,0.0,916.0,0.515
918.0,0.0,918.0,0.521
920.0,0.0,920.0,0.515
922.0,0.0,922.0,0.527
924.0,0.0,924.0,0.475
926.0,0.0,926.0,0.521
928.0,0.0,928.0,0.515
930.0,0.0,930.0,0.504
932.0,0.0,932.0,0.498
934.0,0.0,934.0,0.492
936.0,0.0,936.0,0.527
938.0,0.0,938.0,0.51
940.0,0.0,940.0,0.498
942.0,0.0,942.0,0.521
944.0,0.0,944.0,0.463
946.0,7.86,946.0,0.521
948.0,0.0,948.0,0.533
950.0,0.0,950.0,0.492
952.0,0.0,952.0,0.492
954.0,0.0,954.0,0.487
956.0,0.0,956.0,0.481
958.0,0.0,958.0,0.521
960.0,0.0,960.0,0.515
962.0,0.0,962.0,0.51
964.0,0.0,964.0,0.51
966.0,0.0,966.0,0.463
968.0,0.0,968.0,0.521
970.0,0.0,970.0,0.527
972.0,0.0,972.0,0.521
974.0,0.0,974.0,0.521
976.0,7.86,976.0,0.515
978.0,0.0,978.0,0.527
980.0,0.0,980.0,0.515
982.0,0.0,982.0,0.521
984.0,0.0,984.0,0.515
986.0,0.0,986.0,0.527
988.0,0.0,988.0,0.527
990.0,0.0,990.0,0.539
992.0,0.0,992.0,0.504
994.0,0.0,994.0,0.498
996.0,0.0,996.0,0.481
998.0,0.0,998.0,0.533
1000.0,0.0,1000.0,0.521
1002.0,0.0,1002.0,0.521
1004.0,0.0,1004.0,0.515
1006.0,7.86,1006.0,0.492
1008.0,0.0,1008.0,0.51
1010.0,0.0,1010.0,0.515
1012.0,0.0,1012.0,0.521
1014.0,0.0,1014.0,0.515
1016.0,0.0,1016.0,0.527
1018.0,0.0,1018.0,0.533
1020.0,0.0,1020.0,0.521
1022.0,0.0,1022.0,0.51
1024.0,0.0,1024.0,0.492
1026.0,0.0,1026.0,0.504
1028.0,0.0,1028.0,0.469
1030.0,0.0,1030.0,0.515
1032.0,0.0,1032.0,0.504
1034.0,0.0,1034.0,0.498
1036.0,0.0,1036.0,0.504
1038.0,7.34,1038.0,0.469
1040.0,0.0,1040.0,0.515
1042.0,0.0,1042.0,0.504
1044.0,0.0,1044.0,0.504
1046.0,0.0,1046.0,0.498
1048.0,0.0,1048.0,0.469
1050.0,0.0,1050.0,0.527
1052.0,0.0,1052.0,0.504
1054.0,0.0,1054.0,0.504
1056.0,0.0,1056.0,0.504
1058.0,0.0,1058.0,0.463
1060.0,0.0,1060.0,0.51
1062.0,0.0,1062.0,0.515
1064.0,0.0,1064.0,0.504
1066.0,0.0,1066.0,0.515
1068.0,7.86,1068.0,0.51
1070.0,0.0,1070.0,0.498
1072.0,0.0,1072.0,0.515
1074.0,0.0,1074.0,0.521
1076.0,0.0,1076.0,0.515
1078.0,0.0,1078.0,0.521
1080.0,0.0,1080.0,0.51
1082.0,0.0,1082.0,0.521
1084.0,0.0,1084.0,0.521
1086.0,0.0,1086.0,0.515
1088.0,0.0,1088.0,0.527
1090.0,0.0,1090.0,0.492
1092.0,0.0,1092.0,0.527
1094.0,0.0,1094.0,0.533
1096.0,0.0,1096.0,0.51
1098.0,0.0,1098.0,0.515
1100.0,7.86,1100.0,0.475
1102.0,0.0,1102.0,0.515
1104.0,0.0,1104.0,0.51
1106.0,0.0,1106.0,0.51
1108.0,0.0,1108.0,0.51
1110.0,0.0,1110.0,0.515
1112.0,0.0,1112.0,0.544
1114.0,0.0,1114.0,0.527
1116.0,0.0,1116.0,0.521
1118.0,0.0,1118.0,0.521
1120.0,0.0,1120.0,0.527
1122.0,0.0,1122.0,0.527
1124.0,0.0,1124.0,0.527
1126.0,0.0,1126.0,0.533
1128.0,0.0,1128.0,0.533
1130.0,7.86,1130.0,0.533
1132.0,0.0,1132.0,0.533
1134.0,0.0,1134.0,0.539
1136.0,0.0,1136.0,0.533
1138.0,0.0,1138.0,0.533
1140.0,0.0,1140.0,0.527
1142.0,0.0,1142.0,0.539
1144.0,0.0,1144.0,0.504
1146.0,0.0,1146.0,0.469
1148.0,0.0,1148.0,0.434
1150.0,0.0,1150.0,0.434
1152.0,0.0,1152.0,0.405
1154.0,0.0,1154.0,0.498
1156.0,0.0,1156.0,0.527
1158.0,0.0,1158.0,0.51
1160.0,7.86,1160.0,0.515
1162.0,0.0,1162.0,0.469
1164.0,0.0,1164.0,0.51
1166.0,0.0,1166.0,0.527
1168.0,0.0,1168.0,0.527
1170.0,0.0,1170.0,0.504
1172.0,0.0,1172.0,0.492
1174.0,0.0,1174.0,0.521
1176.0,0.0,1176.0,0.521
1178.0,0.0,1178.0,0.521
1180.0,0.0,1180.0,0.51
1182.0,0.0,1182.0,0.515
1184.0,0.0,1184.0,0.469
1186.0,0.0,1186.0,0.521
1188.0,0.0,1188.0,0.515
1190.0,0.0,1190.0,0.515
1192.0,7.86,1192.0,0.51
1194.0,0.0,1194.0,0.515
1196.0,0.0,1196.0,0.527
1198.0,0.0,1198.0,0.515
1200.0,0.0,1200.0,0.527
1202.0,0.0,1202.0,0.527
1204.0,0.0,1204.0,0.515
1206.0,0.0,1206.0,0.533
1208.0,0.0,1208.0,0.533
1210.0,0.0,1210.0,0.527
1212.0,0.0,1212.0,0.527
1214.0,0.0,1214.0,0.521
1216.0,0.0,1216.0,0.527
1218.0,0.0,1218.0,0.527
1220.0,7.86,1220.0,0.527
1222.0,0.0,1222.0,0.527
1224.0,0.0,1224.0,0.521
1226.0,0.0,1226.0,0.521
1228.0,0.0,1228.0,0.533
1230.0,0.0,1230.0,0.527
1232.0,0.0,1232.0,0.527
1234.0,0.0,1234.0,0.533
1236.0,0.0,1236.0,0.527
1238.0,0.0,1238.0,0.533
1240.0,0.0,1240.0,0.521
1242.0,0.0,1242.0,0.521
1244.0,0.0,1244.0,0.515
1246.0,0.0,1246.0,0.539
1248.0,0.0,1248.0,0.527
1250.0,7.86,1250.0,0.521
1252.0,0.0,1252.0,0.521
1254.0,0.0,1254.0,0.521
1256.0,0.0,1256.0,0.504
1258.0,0.0,1258.0,0.521
1260.0,0.0,1260.0,0.533
1262.0,0.0,1262.0,0.527
1264.0,0.0,1264.0,0.527
1266.0,0.0,1266.0,0.527
1268.0,0.0,1268.0,0.521
1270.0,0.0,1270.0,0.51
1272.0,0.0,1272.0,0.487
1274.0,0.0,1274.0,0.51
1276.0,0.0,1276.0,0.469
1278.0,0.0,1278.0,0.533
1280.0,0.0,1280.0,0.521
1282.0,7.86,1282.0,0.492
1284.0,0.0,1284.0,0.51
1286.0,0.0,1286.0,0.504
1288.0,0.0,1288.0,0.469
1290.0,0.0,1290.0,0.515
1292.0,0.0,1292.0,0.521
1294.0,0.0,1294.0,0.504
1296.0,0.0,1296.0,0.51
1298.0,0.0,1298.0,0.469
1300.0,0.0,1300.0,0.515
1302.0,0.0,1302.0,0.498
1304.0,0.0,1304.0,0.504
1306.0,0.0,1306.0,0.515
1308.0,0.0,1308.0,0.458
1310.0,0.0,1310.0,0.515
1312.0,7.86,1312.0,0.521
1314.0,0.0,1314.0,0.521
1316.0,0.0,1316.0,0.515
1318.0,0.0,1318.0,0.469
1320.0,0.0,1320.0,0.515
1322.0,0.0,1322.0,0.504
1324.0,0.0,1324.0,0.504
1326.0,0.0,1326.0,0.498
1328.0,0.0,1328.0,0.469
1330.0,0.0,1330.0,0.521
1332.0,0.0,1332.0,0.515
1334.0,0.0,1334.0,0.487
1336.0,0.0,1336.0,0.492
1338.0,0.0,1338.0,0.492
1340.0,0.0,1340.0,0.469
1342.0,0.0,1342.0,0.515
1344.0,7.86,1344.0,0.51
1346.0,0.0,1346.0,0.487
1348.0,0.0,1348.0,0.498
1350.0,0.0,1350.0,0.469
1352.0,0.0,1352.0,0.515
1354.0,0.0,1354.0,0.498
1356.0,0.0,1356.0,0.504
1358.0,0.0,1358.0,0.504
1360.0,0.0,1360.0,0.469
1362.0,0.0,1362.0,0.515
1364.0,0.0,1364.0,0.515
1366.0,0.0,1366.0,0.521
1368.0,0.0,1368.0,0.515
1370.0,0.0,1370.0,0.515
1372.0,0.0,1372.0,0.527
1374.0,7.86,1374.0,0.521
1376.0,0.0,1376.0,0.527
1378.0,0.0,1378.0,0.527
1380.0,0.0,1380.0,0.521
1382.0,0.0,1382.0,0.568
1384.0,0.0,1384.0,0.539
1386.0,0.0,1386.0,0.527
1388.0,0.0,1388.0,0.521
1390.0,0.0,1390.0,0.527
1392.0,0.0,1392.0,0.533
1394.0,0.0,1394.0,0.498
1396.0,0.0,1396.0,0.492
1398.0,0.0,1398.0,0.492
1400.0,0.0,1400.0,0.487
1402.0,0.0,1402.0,0.498
1404.0,7.34,1404.0,0.515
1406.0,0.0,1406.0,0.521
1408.0,0.0,1408.0,0.521
1410.0,0.0,1410.0,0.521
1412.0,0.0,1412.0,0.463
1414.0,0.0,1414.0,0.527
1416.0,0.0,1416.0,0.515
1418.0,0.0,1418.0,0.504
1420.0,0.0,1420.0,0.51
1422.0,0.0,1422.0,0.463
1424.0,0.0,1424.0,0.51
1426.0,0.0,1426.0,0.521
1428.0,0.0,1428.0,0.515
1430.0,0.0,1430.0,0.515
1432.0,0.0,1432.0,0.458
1434.0,0.0,1434.0,0.51
1436.0,7.86,1436.0,0.521
1438.0,0.0,1438.0,0.498
1440.0,0.0,1440.0,0.498
1442.0,0.0,1442.0,0.504
1444.0,0.0,1444.0,0.487
1446.0,0.0,1446.0,0.515
1448.0,0.0,1448.0,0.504
1450.0,0.0,1450.0,0.498
1452.0,0.0,1452.0,0.498
1454.0,0.0,1454.0,0.458
1456.0,0.0,1456.0,0.515
1458.0,0.0,1458.0,0.521
1460.0,0.0,1460.0,0.51
1462.0,0.0,1462.0,0.51
1464.0,0.0,1464.0,0.504
1466.0,7.86,1466.0,0.544
1468.0,0.0,1468.0,0.515
1470.0,0.0,1470.0,0.521
1472.0,0.0,1472.0,0.51
1474.0,0.0,1474.0,0.487
1476.0,0.0,1476.0,0.533
1478.0,0.0,1478.0,0.527
1480.0,0.0,1480.0,0.527
1482.0,0.0,1482.0,0.515
1484.0,0.0,1484.0,0.475
1486.0,0.0,1486.0,0.562
1488.0,0.0,1488.0,0.533
1490.0,0.0,1490.0,0.515
1492.0,0.0,1492.0,0.498
1494.0,0.0,1494.0,0.481
1496.0,7.86,1496.0,0.51
1498.0,0.0,1498.0,0.521
1500.0,0.0,1500.0,0.521
1502.0,0.0,1502.0,0.521
1504.0,0.0,1504.0,0.515
1506.0,0.0,1506.0,0.475
1508.0,0.0,1508.0,0.521
1510.0,0.0,1510.0,0.527
1512.0,0.0,1512.0,0.51
1514.0,0.0,1514.0,0.515
1516.0,0.0,1516.0,0.452
1518.0,0.0,1518.0,0.521
1520.0,0.0,1520.0,0.515
1522.0,0.0,1522.0,0.515
1524.0,0.0,1524.0,0.51
1526.0,0.0,1526.0,0.469
1528.0,7.86,1528.0,0.521
1530.0,0.0,1530.0,0.515
1532.0,0.0,1532.0,0.51
1534.0,0.0,1534.0,0.521
1536.0,0.0,1536.0,0.463
1538.0,0.0,1538.0,0.515
1540.0,0.0,1540.0,0.527
1542.0,0.0,1542.0,0.51
1544.0,0.0,1544.0,0.51
1546.0,0.0,1546.0,0.51
1548.0,0.0,1548.0,0.515
1550.0,0.0,1550.0,0.527
1552.0,0.0,1552.0,0.539
1554.0,0.0,1554.0,0.539
1556.0,0.0,1556.0,0.539
1558.0,7.86,1558.0,0.51
1560.0,0.0,1560.0,0.515
1562.0,0.0,1562.0,0.527
1564.0,0.0,1564.0,0.504
1566.0,0.0,1566.0,0.504
1568.0,0.0,1568.0,0.51
1570.0,0.0,1570.0,0.544
1572.0,0.0,1572.0,0.521
1574.0,0.0,1574.0,0.504
1576.0,0.0,1576.0,0.515
1578.0,0.0,1578.0,0.463
1580.0,0.0,1580.0,0.527
1582.0,0.0,1582.0,0.521
1584.0,0.0,1584.0,0.521
1586.0,0.0,1586.0,0.527
1588.0,7.86,1588.0,0.481
1590.0,0.0,1590.0,0.515
1592.0,0.0,1592.0,0.504
1594.0,0.0,1594.0,0.498
1596.0,0.0,1596.0,0.498
1598.0,0.0,1598.0,0.463
1600.0,0.0,1600.0,0.51
1602.0,0.0,1602.0,0.533
1604.0,0.0,1604.0,0.498
1606.0,0.0,1606.0,0.504
1608.0,0.0,1608.0,0.504
1610.0,0.0,1610.0,0.498
1612.0,0.0,1612.0,0.533
1614.0,0.0,1614.0,0.504
1616.0,0.0,1616.0,0.492
1618.0,0.0,1618.0,0.51
1620.0,7.86,1620.0,0.463
1622.0,0.0,1622.0,0.521
1624.0,0.0,1624.0,0.521
1626.0,0.0,1626.0,0.521
1628.0,0.0,1628.0,0.521
1630.0,0.0,1630.0,0.498
1632.0,0.0,1632.0,0.521
1634.0,0.0,1634.0,0.521
1636.0,0.0,1636.0,0.515
1638.0,0.0,1638.0,0.504
1640.0,0.0,1640.0,0.481
1642.0,0.0,1642.0,0.539
1644.0,0.0,1644.0,0.527
1646.0,0.0,1646.0,0.527
1648.0,0.0,1648.0,0.521
1650.0,7.86,1650.0,0.527
1652.0,0.0,1652.0,0.504
1654.0,0.0,1654.0,0.498
1656.0,0.0,1656.0,0.504
1658.0,0.0,1658.0,0.498
1660.0,0.0,1660.0,0.487
