senderTs,senderMbps,receiverTs,receiverMbps
136.0,9.44,136.0,0.0
138.0,0.0,138.0,2.59
140.0,0.0,140.0,0.0
142.0,0.0,142.0,0.573
144.0,0.0,144.0,0.0
146.0,0.0,146.0,0.927
148.0,0.0,148.0,2.81
150.0,0.0,150.0,0.591
152.0,0.0,152.0,0.66
154.0,8.91,154.0,1.75
156.0,0.0,156.0,0.278
158.0,0.0,158.0,0.0
160.0,0.0,160.0,1.07
162.0,0.0,162.0,2.17
164.0,0.0,164.0,0.116
166.0,0.0,166.0,1.91
168.0,0.0,168.0,0.0579
170.0,0.0,170.0,0.0174
172.0,0.0,172.0,3.17
174.0,8.39,174.0,1.33
176.0,0.0,176.0,0.313
178.0,0.0,178.0,1.51
180.0,0.0,180.0,0.736
182.0,0.0,182.0,1.17
184.0,0.0,184.0,0.591
186.0,8.91,186.0,1.59
188.0,0.0,188.0,0.0
190.0,0.0,190.0,0.232
192.0,0.0,192.0,2.88
194.0,0.0,194.0,1.3
196.0,0.0,196.0,1.85
198.0,0.0,198.0,0.66
200.0,8.91,200.0,1.61
202.0,0.0,202.0,0.0
204.0,0.0,204.0,0.0405
206.0,0.0,206.0,3.71
208.0,0.0,208.0,0.55
210.0,0.0,210.0,1.6
212.0,0.0,212.0,0.921
214.0,0.0,214.0,1.51
216.0,0.0,216.0,0.0232
218.0,0.0,218.0,0.95
220.0,8.91,220.0,2.17
222.0,0.0,222.0,1.31
224.0,0.0,224.0,1.07
226.0,0.0,226.0,1.48
228.0,0.0,228.0,0.579
230.0,0.0,230.0,1.04
232.0,0.0,232.0,0.0
234.0,0.0,234.0,0.382
236.0,8.91,236.0,0.863
238.0,0.0,238.0,0.0985
240.0,0.0,240.0,2.66
242.0,0.0,242.0,1.28
244.0,0.0,244.0,0.933
246.0,0.0,246.0,1.02
248.0,0.0,248.0,0.614
250.0,0.0,250.0,0.689
252.0,0.0,252.0,0.0
254.0,0.0,254.0,0.0579
256.0,0.0,256.0,3.52
258.0,11.5,258.0,0.446
260.0,0.0,260.0,1.51
262.0,0.0,262.0,0.336
264.0,0.0,264.0,0.956
266.0,0.0,266.0,0.0
268.0,0.0,268.0,0.712
270.0,0.0,270.0,2.26
272.0,0.0,272.0,0.417
274.0,0.0,274.0,1.23
276.0,0.0,276.0,0.388
278.0,0.0,278.0,0.759
280.0,8.91,280.0,0.0
282.0,0.0,282.0,0.0
284.0,0.0,284.0,0.0
286.0,0.0,286.0,0.0
288.0,0.0,288.0,1.68
290.0,0.0,290.0,1.71
292.0,0.0,292.0,0.805
294.0,0.0,294.0,0.597
296.0,0.0,296.0,0.0
298.0,0.0,298.0,0.434
300.0,0.0,300.0,1.34
302.0,0.0,302.0,0.214
304.0,0.0,304.0,0.886
306.0,0.0,306.0,0.255
308.0,8.91,308.0,0.73
310.0,0.0,310.0,0.0
312.0,0.0,312.0,0.741
314.0,0.0,314.0,1.02
316.0,0.0,316.0,0.654
318.0,0.0,318.0,0.637
320.0,0.0,320.0,0.782
322.0,0.0,322.0,0.463
324.0,0.0,324.0,0.533
326.0,0.0,326.0,0.0
328.0,0.0,328.0,0.029
330.0,0.0,330.0,2.47
332.0,0.0,332.0,0.365
334.0,0.0,334.0,0.95
336.0,0.0,336.0,0.933
338.0,8.91,338.0,0.429
340.0,0.0,340.0,0.863
342.0,0.0,342.0,0.452
344.0,0.0,344.0,0.0
346.0,0.0,346.0,0.747
348.0,0.0,348.0,0.66
350.0,0.0,350.0,1.18
352.0,0.0,352.0,0.741
354.0,0.0,354.0,0.521
356.0,0.0,356.0,0.237
358.0,0.0,358.0,0.747
360.0,0.0,360.0,0.0116
362.0,0.0,362.0,0.139
364.0,0.0,364.0,1.35
366.0,0.0,366.0,0.631
368.0,9.44,368.0,0.88
370.0,0.0,370.0,0.226
372.0,0.0,372.0,0.99
374.0,0.0,374.0,0.185
376.0,0.0,376.0,0.0
378.0,0.0,378.0,0.0985
380.0,0.0,380.0,1.51
382.0,0.0,382.0,0.626
384.0,0.0,384.0,0.382
386.0,0.0,386.0,0.765
388.0,0.0,388.0,0.434
390.0,0.0,390.0,0.0
392.0,0.0,392.0,0.776
394.0,0.0,394.0,0.805
396.0,0.0,396.0,0.539
398.0,8.39,398.0,0.429
400.0,0.0,400.0,0.712
402.0,0.0,402.0,0.301
404.0,0.0,404.0,0.272
406.0,0.0,406.0,0.122
408.0,0.0,408.0,1.37
410.0,0.0,410.0,0.203
412.0,0.0,412.0,0.736
414.0,0.0,414.0,0.342
416.0,0.0,416.0,0.678
418.0,0.0,418.0,0.295
420.0,0.0,420.0,0.0
422.0,0.0,422.0,0.0
424.0,0.0,424.0,0.0
426.0,0.0,426.0,0.747
428.0,0.0,428.0,1.42
430.0,0.0,430.0,0.0521
432.0,0.0,432.0,0.892
434.0,0.0,434.0,0.0811
436.0,8.91,436.0,0.996
438.0,0.0,438.0,0.0869
440.0,0.0,440.0,0.0
442.0,0.0,442.0,0.0
444.0,0.0,444.0,0.0637
446.0,0.0,446.0,1.63
448.0,0.0,448.0,0.886
450.0,0.0,450.0,0.145
452.0,0.0,452.0,0.95
454.0,0.0,454.0,0.11
456.0,0.0,456.0,0.0695
458.0,0.0,458.0,0.0
460.0,0.0,460.0,0.0
462.0,0.0,462.0,0.886
464.0,0.0,464.0,0.788
466.0,0.0,466.0,1.2
468.0,0.0,468.0,0.162
470.0,0.0,470.0,0.0
472.0,0.0,472.0,0.0
474.0,0.0,474.0,0.556
476.0,0.0,476.0,0.324
478.0,9.44,478.0,0.382
480.0,0.0,480.0,0.0348
482.0,0.0,482.0,0.348
484.0,0.0,484.0,0.127
486.0,0.0,486.0,0.0579
488.0,0.0,488.0,0.313
490.0,0.0,490.0,0.127
492.0,0.0,492.0,0.614
494.0,0.0,494.0,0.162
496.0,0.0,496.0,0.376
498.0,0.0,498.0,0.18
500.0,0.0,500.0,0.417
502.0,0.0,502.0,0.0
504.0,0.0,504.0,0.388
506.0,0.0,506.0,0.0
508.0,0.0,508.0,1.07
510.0,0.0,510.0,0.348
512.0,0.0,512.0,0.376
514.0,0.0,514.0,0.475
516.0,0.0,516.0,0.446
518.0,0.0,518.0,0.0348
520.0,0.0,520.0,0.0
522.0,0.0,522.0,0.301
524.0,0.0,524.0,0.0
526.0,0.0,526.0,0.967
528.0,0.0,528.0,0.353
530.0,0.0,530.0,0.359
532.0,0.0,532.0,0.0
534.0,0.0,534.0,0.185
536.0,0.0,536.0,0.562
538.0,0.0,538.0,0.533
540.0,8.91,540.0,0.475
542.0,0.0,542.0,0.156
544.0,0.0,544.0,0.591
546.0,0.0,546.0,0.0811
548.0,0.0,548.0,0.0463
550.0,0.0,550.0,0.544
552.0,0.0,552.0,0.539
554.0,0.0,554.0,0.301
556.0,0.0,556.0,0.573
558.0,0.0,558.0,0.104
560.0,0.0,560.0,0.643
562.0,0.0,562.0,0.116
564.0,0.0,564.0,0.156
566.0,0.0,566.0,0.174
568.0,0.0,568.0,0.0695
570.0,0.0,570.0,1.33
572.0,0.0,572.0,0.0637
574.0,0.0,574.0,0.747
576.0,0.0,576.0,0.0521
578.0,0.0,578.0,0.597
580.0,0.0,580.0,0.029
582.0,0.0,582.0,0.0
584.0,0.0,584.0,1.64
586.0,9.44,586.0,0.672
588.0,0.0,588.0,0.0637
590.0,0.0,590.0,0.747
592.0,0.0,592.0,0.0753
594.0,0.0,594.0,0.828
596.0,0.0,596.0,0.0927
598.0,0.0,598.0,0.759
600.0,0.0,600.0,0.0
602.0,0.0,602.0,0.0
604.0,0.0,604.0,0.0
606.0,0.0,606.0,1.4
608.0,0.0,608.0,0.498
610.0,0.0,610.0,0.376
612.0,0.0,612.0,0.0
614.0,0.0,614.0,0.0
616.0,0.0,616.0,0.0
618.0,0.0,618.0,0.0
620.0,0.0,620.0,0.0
622.0,0.0,622.0,0.0116
624.0,0.0,624.0,2.92
626.0,0.0,626.0,0.0
628.0,8.39,628.0,0.944
630.0,0.0,630.0,0.0
632.0,0.0,632.0,0.0
634.0,0.0,634.0,0.718
636.0,0.0,636.0,0.701
638.0,0.0,638.0,0.411
640.0,0.0,640.0,0.788
642.0,0.0,642.0,0.0
644.0,0.0,644.0,0.77
646.0,0.0,646.0,0.0695
648.0,0.0,648.0,1.03
650.0,0.0,650.0,0.0
652.0,0.0,652.0,1.54
654.0,0.0,654.0,0.0
656.0,0.0,656.0,2.31
658.0,0.0,658.0,0.0
660.0,0.0,660.0,0.278
662.0,0.0,662.0,1.02
664.0,0.0,664.0,1.04
666.0,8.91,666.0,3.46
668.0,0.0,668.0,0.0
670.0,0.0,670.0,2.86
672.0,0.0,672.0,0.0
674.0,0.0,674.0,0.00579
676.0,0.0,676.0,3.23
678.0,8.91,678.0,1.33
680.0,0.0,680.0,1.26
682.0,0.0,682.0,1.22
684.0,0.0,684.0,1.34
686.0,0.0,686.0,0.226
688.0,0.0,688.0,1.12
690.0,0.0,690.0,0.666
692.0,8.91,692.0,2.87
694.0,0.0,694.0,0.973
696.0,0.0,696.0,1.12
698.0,0.0,698.0,1.44
700.0,0.0,700.0,0.782
702.0,0.0,702.0,0.0
704.0,0.0,704.0,0.0174
706.0,0.0,706.0,0.0
708.0,0.0,708.0,2.97
710.0,10.5,710.0,1.58
712.0,0.0,712.0,0.84
714.0,0.0,714.0,0.759
716.0,0.0,716.0,0.371
718.0,0.0,718.0,0.759
720.0,0.0,720.0,0.0
722.0,0.0,722.0,0.272
724.0,0.0,724.0,1.82
726.0,0.0,726.0,0.0521
728.0,0.0,728.0,0.973
730.0,0.0,730.0,0.0579
732.0,0.0,732.0,1.04
734.0,8.39,734.0,0.0637
736.0,0.0,736.0,0.979
738.0,0.0,738.0,0.394
740.0,0.0,740.0,0.0
742.0,0.0,742.0,0.0
744.0,0.0,744.0,0.0
746.0,0.0,746.0,0.00579
748.0,0.0,748.0,4.11
750.0,0.0,750.0,0.0
752.0,0.0,752.0,0.707
754.0,0.0,754.0,0.0116
756.0,0.0,756.0,0.0
758.0,0.0,758.0,0.116
760.0,0.0,760.0,0.0232
762.0,0.0,762.0,2.26
764.0,9.44,764.0,0.0
766.0,0.0,766.0,1.38
768.0,0.0,768.0,0.0
770.0,0.0,770.0,0.151
772.0,0.0,772.0,0.498
774.0,0.0,774.0,0.0116
776.0,0.0,776.0,0.0
778.0,0.0,778.0,2.2
780.0,0.0,780.0,0.0
782.0,0.0,782.0,1.16
784.0,0.0,784.0,0.0
786.0,0.0,786.0,0.95
788.0,0.0,788.0,0.0232
790.0,0.0,790.0,0.029
792.0,0.0,792.0,1.71
794.0,0.0,794.0,0.0
796.0,0.0,796.0,0.967
798.0,8.91,798.0,0.0
800.0,0.0,800.0,1.22
802.0,0.0,802.0,0.0
804.0,0.0,804.0,0.0
806.0,0.0,806.0,0.0
808.0,0.0,808.0,0.342
810.0,0.0,810.0,0.0
812.0,0.0,812.0,0.73
814.0,0.0,814.0,0.0
816.0,0.0,816.0,1.84
818.0,0.0,818.0,0.0116
820.0,0.0,820.0,0.0
822.0,0.0,822.0,0.933
824.0,0.0,824.0,0.156
826.0,0.0,826.0,0.278
828.0,0.0,828.0,0.573
830.0,0.0,830.0,0.0
832.0,0.0,832.0,0.203
834.0,0.0,834.0,0.0
836.0,0.0,836.0,0.0116
838.0,0.0,838.0,0.0
840.0,0.0,840.0,0.956
842.0,0.0,842.0,0.0695
844.0,0.0,844.0,0.608
846.0,0.0,846.0,0.0
848.0,0.0,848.0,0.0
850.0,0.0,850.0,0.0
852.0,0.0,852.0,0.73
854.0,9.44,854.0,0.0579
856.0,0.0,856.0,0.342
858.0,0.0,858.0,0.0869
860.0,0.0,860.0,0.556
862.0,0.0,862.0,0.0
864.0,0.0,864.0,0.0174
866.0,0.0,866.0,0.0
868.0,0.0,868.0,0.487
870.0,0.0,870.0,0.0405
872.0,0.0,872.0,0.353
874.0,0.0,874.0,0.0463
876.0,0.0,876.0,0.475
878.0,0.0,878.0,0.0232
880.0,0.0,880.0,0.0
882.0,0.0,882.0,0.324
884.0,0.0,884.0,0.579
886.0,0.0,886.0,0.0521
888.0,0.0,888.0,0.498
890.0,0.0,890.0,0.0
892.0,0.0,892.0,0.0579
894.0,0.0,894.0,0.0
896.0,0.0,896.0,0.197
898.0,0.0,898.0,0.492
900.0,0.0,900.0,0.417
902.0,0.0,902.0,0.0
904.0,0.0,904.0,0.469
906.0,0.0,906.0,0.11
908.0,0.0,908.0,0.527
910.0,0.0,910.0,0.162
912.0,0.0,912.0,0.66
914.0,0.0,914.0,0.0
916.0,0.0,916.0,0.0
918.0,0.0,918.0,0.0
920.0,0.0,920.0,1.16
922.0,0.0,922.0,0.0
924.0,0.0,924.0,1.51
926.0,8.91,926.0,0.0
928.0,0.0,928.0,0.0116
930.0,0.0,930.0,0.521
932.0,0.0,932.0,0.0116
934.0,0.0,934.0,0.0116
936.0,0.0,936.0,0.0
938.0,0.0,938.0,0.0116
940.0,0.0,940.0,0.0116
942.0,0.0,942.0,0.0232
944.0,0.0,944.0,0.0695
946.0,0.0,946.0,0.0
948.0,0.0,948.0,0.423
950.0,0.0,950.0,0.0
952.0,0.0,952.0,0.33
954.0,0.0,954.0,0.249
956.0,0.0,956.0,0.0
958.0,0.0,958.0,0.371
960.0,0.0,960.0,0.0
962.0,0.0,962.0,0.214
964.0,0.0,964.0,0.0
966.0,0.0,966.0,0.133
968.0,0.0,968.0,0.846
970.0,0.0,970.0,0.0
972.0,0.0,972.0,0.597
974.0,0.0,974.0,0.0
976.0,0.0,976.0,0.602
978.0,0.0,978.0,0.0463
980.0,0.0,980.0,0.765
982.0,0.0,982.0,1.15
984.0,0.0,984.0,0.0
986.0,0.0,986.0,1.73
988.0,0.0,988.0,0.0
990.0,0.0,990.0,1.27
992.0,8.39,992.0,0.0
994.0,0.0,994.0,0.504
996.0,0.0,996.0,3.46
998.0,0.0,998.0,0.0
1000.0,0.0,1000.0,2.47
1002.0,0.0,1002.0,0.0116
1004.0,0.0,1004.0,2.94
1006.0,8.91,1006.0,0.0
1008.0,0.0,1008.0,1.81
1010.0,0.0,1010.0,0.0
1012.0,0.0,1012.0,0.0405
1014.0,0.0,1014.0,0.174
1016.0,0.0,1016.0,0.0
1018.0,0.0,1018.0,4.64
1020.0,0.0,1020.0,0.0
1022.0,0.0,1022.0,0.185
1024.0,0.0,1024.0,0.151
1026.0,0.0,1026.0,0.0
1028.0,0.0,1028.0,0.0232
1030.0,0.0,1030.0,0.411
1032.0,0.0,1032.0,0.0
1034.0,8.91,1034.0,2.33
1036.0,0.0,1036.0,0.0
1038.0,0.0,1038.0,1.27
1040.0,0.0,1040.0,0.0
1042.0,0.0,1042.0,0.0
1044.0,0.0,1044.0,2.44
1046.0,0.0,1046.0,2.41
1048.0,0.0,1048.0,0.0
1050.0,8.91,1050.0,1.07
1052.0,0.0,1052.0,0.0
1054.0,0.0,1054.0,0.452
1056.0,0.0,1056.0,0.533
1058.0,0.0,1058.0,0.973
1060.0,0.0,1060.0,0.458
1062.0,0.0,1062.0,0.956
1064.0,0.0,1064.0,0.0
1066.0,0.0,1066.0,1.01
1068.0,0.0,1068.0,0.00579
1070.0,0.0,1070.0,0.446
1072.0,0.0,1072.0,0.0
1074.0,0.0,1074.0,0.0
1076.0,0.0,1076.0,1.29
1078.0,0.0,1078.0,0.637
1080.0,0.0,1080.0,0.394
1082.0,0.0,1082.0,0.579
1084.0,8.91,1084.0,0.62
1086.0,0.0,1086.0,0.0
1088.0,0.0,1088.0,0.0
1090.0,0.0,1090.0,0.689
1092.0,0.0,1092.0,0.811
1094.0,0.0,1094.0,0.0753
1096.0,0.0,1096.0,0.886
1098.0,0.0,1098.0,0.0927
1100.0,0.0,1100.0,0.127
1102.0,0.0,1102.0,0.371
1104.0,0.0,1104.0,0.0579
1106.0,0.0,1106.0,0.944
1108.0,0.0,1108.0,0.817
1110.0,0.0,1110.0,0.0
1112.0,0.0,1112.0,0.898
1114.0,0.0,1114.0,0.0
1116.0,0.0,1116.0,0.139
1118.0,0.0,1118.0,0.0
1120.0,0.0,1120.0,0.0
1122.0,0.0,1122.0,0.875
1124.0,0.0,1124.0,0.324
1126.0,0.0,1126.0,0.0
1128.0,0.0,1128.0,0.788
1130.0,0.0,1130.0,0.0
1132.0,8.91,1132.0,0.736
1134.0,0.0,1134.0,0.0
1136.0,0.0,1136.0,0.0
1138.0,0.0,1138.0,0.00579
1140.0,0.0,1140.0,0.0
1142.0,0.0,1142.0,0.0232
1144.0,0.0,1144.0,0.0232
1146.0,0.0,1146.0,0.0
1148.0,0.0,1148.0,0.376
1150.0,0.0,1150.0,0.0
1152.0,0.0,1152.0,0.0927
1154.0,0.0,1154.0,0.348
1156.0,0.0,1156.0,0.0
1158.0,0.0,1158.0,0.255
1160.0,0.0,1160.0,0.0
1162.0,0.0,1162.0,0.319
1164.0,0.0,1164.0,0.0
1166.0,0.0,1166.0,0.0
1168.0,0.0,1168.0,0.0
1170.0,0.0,1170.0,0.782
1172.0,0.0,1172.0,0.417
1174.0,0.0,1174.0,0.0
1176.0,0.0,1176.0,0.487
1178.0,0.0,1178.0,0.0
1180.0,0.0,1180.0,0.701
1182.0,0.0,1182.0,0.0174
1184.0,0.0,1184.0,0.0
1186.0,0.0,1186.0,1.03
1188.0,0.0,1188.0,1.05
1190.0,0.0,1190.0,0.0116
1192.0,0.0,1192.0,0.938
1194.0,0.0,1194.0,0.0116
1196.0,0.0,1196.0,1.03
1198.0,0.0,1198.0,0.0116
1200.0,0.0,1200.0,0.0348
1202.0,0.0,1202.0,1.81
1204.0,0.0,1204.0,0.0232
1206.0,8.91,1206.0,0.961
1208.0,0.0,1208.0,0.029
1210.0,0.0,1210.0,1.1
1212.0,0.0,1212.0,0.029
1214.0,0.0,1214.0,0.0
1216.0,0.0,1216.0,0.0
1218.0,0.0,1218.0,0.99
1220.0,0.0,1220.0,0.0637
1222.0,0.0,1222.0,1.06
1224.0,0.0,1224.0,0.0232
1226.0,0.0,1226.0,1.09
1228.0,0.0,1228.0,0.0
1230.0,0.0,1230.0,0.0
1232.0,0.0,1232.0,0.515
1234.0,0.0,1234.0,0.0
1236.0,0.0,1236.0,0.846
1238.0,0.0,1238.0,0.249
1240.0,0.0,1240.0,0.579
1242.0,0.0,1242.0,0.133
1244.0,8.91,1244.0,0.851
1246.0,0.0,1246.0,0.0927
1248.0,0.0,1248.0,0.0
1250.0,0.0,1250.0,0.284
1252.0,0.0,1252.0,0.88
1254.0,0.0,1254.0,0.0
1256.0,0.0,1256.0,0.805
1258.0,0.0,1258.0,0.0
1260.0,0.0,1260.0,0.0
1262.0,0.0,1262.0,0.0
1264.0,0.0,1264.0,0.0
1266.0,0.0,1266.0,0.736
1268.0,0.0,1268.0,0.0
1270.0,0.0,1270.0,0.469
1272.0,0.0,1272.0,0.307
1274.0,0.0,1274.0,0.44
1276.0,0.0,1276.0,0.295
1278.0,0.0,1278.0,0.0
1280.0,0.0,1280.0,0.203
1282.0,0.0,1282.0,1.23
1284.0,0.0,1284.0,0.0
1286.0,0.0,1286.0,0.817
1288.0,0.0,1288.0,0.0
1290.0,0.0,1290.0,0.0
1292.0,0.0,1292.0,0.348
1294.0,0.0,1294.0,0.0
1296.0,0.0,1296.0,0.753
1298.0,0.0,1298.0,0.643
1300.0,8.91,1300.0,0.0
1302.0,0.0,1302.0,0.741
1304.0,0.0,1304.0,0.0
1306.0,0.0,1306.0,1.08
1308.0,0.0,1308.0,0.00579
1310.0,0.0,1310.0,0.185
1312.0,0.0,1312.0,0.0
1314.0,0.0,1314.0,0.0174
1316.0,0.0,1316.0,0.0
1318.0,0.0,1318.0,0.961
1320.0,0.0,1320.0,0.0
1322.0,0.0,1322.0,2.1
1324.0,0.0,1324.0,0.0
1326.0,0.0,1326.0,0.0
1328.0,0.0,1328.0,0.851
1330.0,0.0,1330.0,0.319
1332.0,0.0,1332.0,1.04
1334.0,0.0,1334.0,0.678
1336.0,0.0,1336.0,0.44
1338.0,0.0,1338.0,0.0
1340.0,0.0,1340.0,0.0
1342.0,9.44,1342.0,1.41
1344.0,0.0,1344.0,0.846
1346.0,0.0,1346.0,0.498
1348.0,0.0,1348.0,0.475
1350.0,0.0,1350.0,1.01
1352.0,0.0,1352.0,0.156
1354.0,0.0,1354.0,1.17
1356.0,0.0,1356.0,0.608
1358.0,0.0,1358.0,0.0116
1360.0,0.0,1360.0,0.0
1362.0,0.0,1362.0,0.539
1364.0,0.0,1364.0,0.0
1366.0,0.0,1366.0,2.35
1368.0,0.0,1368.0,1.69
1370.0,8.91,1370.0,0.863
1372.0,0.0,1372.0,0.0116
1374.0,0.0,1374.0,0.261
1376.0,0.0,1376.0,0.0
1378.0,0.0,1378.0,0.0
1380.0,0.0,1380.0,2.63
1382.0,0.0,1382.0,0.0
1384.0,0.0,1384.0,0.805
1386.0,0.0,1386.0,0.0
1388.0,0.0,1388.0,0.0
1390.0,0.0,1390.0,0.4
1392.0,0.0,1392.0,0.0
1394.0,0.0,1394.0,0.0
1396.0,0.0,1396.0,0.805
1398.0,0.0,1398.0,0.382
1400.0,0.0,1400.0,0.168
1402.0,0.0,1402.0,0.405
1404.0,0.0,1404.0,0.162
1406.0,0.0,1406.0,0.22
1408.0,0.0,1408.0,0.0
1410.0,0.0,1410.0,0.811
1412.0,8.91,1412.0,0.029
1414.0,0.0,1414.0,0.562
1416.0,0.0,1416.0,0.0116
1418.0,0.0,1418.0,0.0
1420.0,0.0,1420.0,0.805
1422.0,0.0,1422.0,0.0
1424.0,0.0,1424.0,0.487
1426.0,0.0,1426.0,0.0
1428.0,0.0,1428.0,0.0
1430.0,0.0,1430.0,0.515
1432.0,0.0,1432.0,0.0
1434.0,0.0,1434.0,0.00579
1436.0,0.0,1436.0,0.0405
1438.0,0.0,1438.0,0.0174
1440.0,0.0,1440.0,0.492
1442.0,0.0,1442.0,0.0
1444.0,0.0,1444.0,0.342
1446.0,0.0,1446.0,0.0
1448.0,0.0,1448.0,0.637
1450.0,0.0,1450.0,0.429
1452.0,0.0,1452.0,0.0
1454.0,0.0,1454.0,0.492
1456.0,0.0,1456.0,0.0
1458.0,0.0,1458.0,0.0
1460.0,0.0,1460.0,0.243
1462.0,0.0,1462.0,0.00579
1464.0,0.0,1464.0,0.0
1466.0,0.0,1466.0,0.718
1468.0,0.0,1468.0,0.0
1470.0,0.0,1470.0,0.544
1472.0,0.0,1472.0,0.0116
1474.0,0.0,1474.0,0.0
1476.0,0.0,1476.0,0.0
1478.0,0.0,1478.0,0.156
1480.0,0.0,1480.0,0.0
1482.0,0.0,1482.0,0.249
1484.0,0.0,1484.0,0.33
1486.0,0.0,1486.0,0.0
1488.0,0.0,1488.0,0.452
1490.0,0.0,1490.0,0.0
1492.0,0.0,1492.0,0.0
1494.0,0.0,1494.0,0.0927
1496.0,0.0,1496.0,0.0
1498.0,0.0,1498.0,0.0
1500.0,0.0,1500.0,0.371
1502.0,0.0,1502.0,0.0811
1504.0,0.0,1504.0,0.214
1506.0,0.0,1506.0,0.0
1508.0,8.91,1508.0,0.4
1510.0,0.0,1510.0,0.0
1512.0,0.0,1512.0,0.0811
1514.0,0.0,1514.0,0.0695
1516.0,0.0,1516.0,0.0
1518.0,0.0,1518.0,0.232
1520.0,0.0,1520.0,0.0
1522.0,0.0,1522.0,0.498
1524.0,0.0,1524.0,0.0
1526.0,0.0,1526.0,0.0
1528.0,0.0,1528.0,0.0637
1530.0,0.0,1530.0,0.127
1532.0,0.0,1532.0,0.0
1534.0,0.0,1534.0,0.295
1536.0,0.0,1536.0,0.0
1538.0,0.0,1538.0,0.156
1540.0,0.0,1540.0,0.00579
1542.0,0.0,1542.0,0.394
1544.0,0.0,1544.0,0.0
1546.0,0.0,1546.0,0.249
1548.0,0.0,1548.0,0.266
1550.0,0.0,1550.0,0.0348
1552.0,0.0,1552.0,0.405
1554.0,0.0,1554.0,0.0521
1556.0,0.0,1556.0,0.608
1558.0,0.0,1558.0,0.0
1560.0,0.0,1560.0,0.0
1562.0,0.0,1562.0,0.0
1564.0,0.0,1564.0,0.0753
1566.0,0.0,1566.0,0.0
1568.0,0.0,1568.0,0.255
1570.0,0.0,1570.0,0.0
1572.0,0.0,1572.0,0.209
1574.0,0.0,1574.0,0.0
1576.0,0.0,1576.0,0.0116
1578.0,0.0,1578.0,0.0
1580.0,0.0,1580.0,0.0
1582.0,0.0,1582.0,0.469
1584.0,0.0,1584.0,0.0521
1586.0,0.0,1586.0,0.654
1588.0,0.0,1588.0,0.0232
1590.0,0.0,1590.0,0.353
1592.0,0.0,1592.0,0.168
1594.0,0.0,1594.0,0.527
1596.0,0.0,1596.0,0.278
1598.0,0.0,1598.0,0.371
1600.0,0.0,1600.0,0.0
1602.0,0.0,1602.0,0.029
1604.0,0.0,1604.0,0.0
1606.0,0.0,1606.0,0.00579
1608.0,0.0,1608.0,0.0
1610.0,0.0,1610.0,0.0116
1612.0,0.0,1612.0,0.0
1614.0,0.0,1614.0,0.0
1616.0,0.0,1616.0,0.933
1618.0,0.0,1618.0,0.0463
1620.0,0.0,1620.0,0.0
1622.0,0.0,1622.0,0.0927
1624.0,0.0,1624.0,0.0463
1626.0,0.0,1626.0,0.139
1628.0,0.0,1628.0,0.0927
1630.0,0.0,1630.0,0.278
1632.0,8.91,1632.0,0.405
1634.0,0.0,1634.0,0.614
1636.0,0.0,1636.0,0.156
1638.0,0.0,1638.0,0.765
1640.0,0.0,1640.0,1.32
1642.0,0.0,1642.0,0.0579
1644.0,0.0,1644.0,0.272
1646.0,0.0,1646.0,0.0
1648.0,0.0,1648.0,1.29
