senderTs,senderMbps,receiverTs,receiverMbps
156.0,0.0,156.0,0.55
158.0,0.0,158.0,0.515
160.0,0.0,160.0,0.515
162.0,0.0,162.0,0.504
164.0,0.0,164.0,0.429
166.0,0.0,166.0,0.429
168.0,0.0,168.0,0.423
170.0,7.34,170.0,0.376
172.0,0.0,172.0,0.533
174.0,0.0,174.0,0.521
176.0,0.0,176.0,0.521
178.0,0.0,178.0,0.527
180.0,0.0,180.0,0.51
182.0,0.0,182.0,0.446
184.0,0.0,184.0,0.452
186.0,0.0,186.0,0.452
188.0,0.0,188.0,0.44
190.0,0.0,190.0,0.434
192.0,0.0,192.0,0.44
194.0,0.0,194.0,0.521
196.0,0.0,196.0,0.521
198.0,0.0,198.0,0.527
200.0,7.34,200.0,0.515
202.0,0.0,202.0,0.521
204.0,0.0,204.0,0.515
206.0,0.0,206.0,0.515
208.0,0.0,208.0,0.521
210.0,0.0,210.0,0.515
212.0,0.0,212.0,0.469
214.0,0.0,214.0,0.521
216.0,0.0,216.0,0.51
218.0,0.0,218.0,0.51
220.0,0.0,220.0,0.515
222.0,0.0,222.0,0.504
224.0,0.0,224.0,0.492
226.0,0.0,226.0,0.504
228.0,7.34,228.0,0.504
230.0,0.0,230.0,0.51
232.0,0.0,232.0,0.504
234.0,0.0,234.0,0.492
236.0,0.0,236.0,0.434
238.0,0.0,238.0,0.429
240.0,0.0,240.0,0.417
242.0,0.0,242.0,0.423
244.0,0.0,244.0,0.4
246.0,0.0,246.0,0.429
248.0,0.0,248.0,0.423
250.0,0.0,250.0,0.434
252.0,0.0,252.0,0.423
254.0,0.0,254.0,0.417
256.0,0.0,256.0,0.492
258.0,0.0,258.0,0.521
260.0,7.34,260.0,0.51
262.0,0.0,262.0,0.515
264.0,0.0,264.0,0.492
266.0,0.0,266.0,0.55
268.0,0.0,268.0,0.527
270.0,0.0,270.0,0.527
272.0,0.0,272.0,0.51
274.0,0.0,274.0,0.475
276.0,0.0,276.0,0.51
278.0,0.0,278.0,0.521
280.0,0.0,280.0,0.51
282.0,0.0,282.0,0.515
284.0,0.0,284.0,0.504
286.0,0.0,286.0,0.492
288.0,6.82,288.0,0.51
290.0,0.0,290.0,0.51
292.0,0.0,292.0,0.51
294.0,0.0,294.0,0.51
296.0,0.0,296.0,0.504
298.0,0.0,298.0,0.533
300.0,0.0,300.0,0.544
302.0,0.0,302.0,0.544
304.0,0.0,304.0,0.539
306.0,0.0,306.0,0.492
308.0,0.0,308.0,0.521
310.0,0.0,310.0,0.521
312.0,0.0,312.0,0.51
314.0,0.0,314.0,0.521
316.0,7.34,316.0,0.515
318.0,0.0,318.0,0.51
320.0,0.0,320.0,0.527
322.0,0.0,322.0,0.521
324.0,0.0,324.0,0.521
326.0,0.0,326.0,0.521
328.0,0.0,328.0,0.515
330.0,0.0,330.0,0.515
332.0,0.0,332.0,0.521
334.0,0.0,334.0,0.515
336.0,0.0,336.0,0.521
338.0,0.0,338.0,0.515
340.0,0.0,340.0,0.527
342.0,0.0,342.0,0.515
344.0,0.0,344.0,0.492
346.0,7.34,346.0,0.51
348.0,0.0,348.0,0.498
350.0,0.0,350.0,0.521
352.0,0.0,352.0,0.521
354.0,0.0,354.0,0.515
356.0,0.0,356.0,0.515
358.0,0.0,358.0,0.475
360.0,0.0,360.0,0.521
362.0,0.0,362.0,0.515
364.0,0.0,364.0,0.527
366.0,0.0,366.0,0.521
368.0,0.0,368.0,0.51
370.0,0.0,370.0,0.51
372.0,0.0,372.0,0.521
374.0,7.34,374.0,0.515
376.0,0.0,376.0,0.515
378.0,0.0,378.0,0.463
380.0,0.0,380.0,0.539
382.0,0.0,382.0,0.521
384.0,0.0,384.0,0.533
386.0,0.0,386.0,0.533
388.0,0.0,388.0,0.527
390.0,0.0,390.0,0.521
392.0,0.0,392.0,0.521
394.0,0.0,394.0,0.533
396.0,0.0,396.0,0.521
398.0,0.0,398.0,0.521
400.0,0.0,400.0,0.498
402.0,7.34,402.0,0.452
404.0,0.0,404.0,0.417
406.0,0.0,406.0,0.411
408.0,0.0,408.0,0.423
410.0,0.0,410.0,0.4
412.0,0.0,412.0,0.417
414.0,0.0,414.0,0.423
416.0,0.0,416.0,0.429
418.0,0.0,418.0,0.429
420.0,0.0,420.0,0.434
422.0,0.0,422.0,0.434
424.0,0.0,424.0,0.429
426.0,0.0,426.0,0.44
428.0,0.0,428.0,0.44
430.0,0.0,430.0,0.4
432.0,0.0,432.0,0.492
434.0,0.0,434.0,0.521
436.0,7.34,436.0,0.521
438.0,0.0,438.0,0.51
440.0,0.0,440.0,0.504
442.0,0.0,442.0,0.487
444.0,0.0,444.0,0.463
446.0,0.0,446.0,0.469
448.0,0.0,448.0,0.469
450.0,0.0,450.0,0.481
452.0,0.0,452.0,0.51
454.0,0.0,454.0,0.515
456.0,0.0,456.0,0.515
458.0,0.0,458.0,0.521
460.0,0.0,460.0,0.521
462.0,0.0,462.0,0.469
464.0,7.34,464.0,0.515
466.0,0.0,466.0,0.527
468.0,0.0,468.0,0.515
470.0,0.0,470.0,0.521
472.0,0.0,472.0,0.481
474.0,0.0,474.0,0.515
476.0,0.0,476.0,0.51
478.0,0.0,478.0,0.504
480.0,0.0,480.0,0.51
482.0,0.0,482.0,0.504
484.0,0.0,484.0,0.504
486.0,0.0,486.0,0.504
488.0,0.0,488.0,0.51
490.0,0.0,490.0,0.515
492.0,0.0,492.0,0.504
494.0,7.34,494.0,0.527
496.0,0.0,496.0,0.515
498.0,0.0,498.0,0.51
500.0,0.0,500.0,0.504
502.0,0.0,502.0,0.51
504.0,0.0,504.0,0.539
506.0,0.0,506.0,0.51
508.0,0.0,508.0,0.515
510.0,0.0,510.0,0.515
512.0,0.0,512.0,0.515
514.0,0.0,514.0,0.498
516.0,0.0,516.0,0.51
518.0,0.0,518.0,0.515
520.0,0.0,520.0,0.504
522.0,7.34,522.0,0.515
524.0,0.0,524.0,0.539
526.0,0.0,526.0,0.521
528.0,0.0,528.0,0.521
530.0,0.0,530.0,0.515
532.0,0.0,532.0,0.515
534.0,0.0,534.0,0.521
536.0,0.0,536.0,0.515
538.0,0.0,538.0,0.521
540.0,0.0,540.0,0.51
542.0,0.0,542.0,0.515
544.0,0.0,544.0,0.515
546.0,0.0,546.0,0.504
548.0,0.0,548.0,0.51
550.0,7.34,550.0,0.515
552.0,0.0,552.0,0.51
554.0,0.0,554.0,0.51
556.0,0.0,556.0,0.498
558.0,0.0,558.0,0.481
560.0,0.0,560.0,0.475
562.0,0.0,562.0,0.475
564.0,0.0,564.0,0.481
566.0,0.0,566.0,0.487
568.0,0.0,568.0,0.504
570.0,0.0,570.0,0.515
572.0,0.0,572.0,0.521
574.0,0.0,574.0,0.521
576.0,0.0,576.0,0.533
578.0,0.0,578.0,0.51
580.0,7.34,580.0,0.515
582.0,0.0,582.0,0.51
584.0,0.0,584.0,0.515
586.0,0.0,586.0,0.515
588.0,0.0,588.0,0.515
590.0,0.0,590.0,0.504
592.0,0.0,592.0,0.487
594.0,0.0,594.0,0.487
596.0,0.0,596.0,0.469
598.0,0.0,598.0,0.568
600.0,0.0,600.0,0.533
602.0,0.0,602.0,0.504
604.0,0.0,604.0,0.504
606.0,0.0,606.0,0.452
608.0,7.34,608.0,0.521
610.0,0.0,610.0,0.498
612.0,0.0,612.0,0.504
614.0,0.0,614.0,0.51
616.0,0.0,616.0,0.504
618.0,0.0,618.0,0.458
620.0,0.0,620.0,0.521
622.0,0.0,622.0,0.504
624.0,0.0,624.0,0.504
626.0,0.0,626.0,0.521
628.0,0.0,628.0,0.475
630.0,0.0,630.0,0.527
632.0,0.0,632.0,0.527
634.0,0.0,634.0,0.533
636.0,7.34,636.0,0.527
638.0,0.0,638.0,0.487
640.0,0.0,640.0,0.527
642.0,0.0,642.0,0.527
644.0,0.0,644.0,0.521
646.0,0.0,646.0,0.527
648.0,0.0,648.0,0.521
650.0,0.0,650.0,0.539
652.0,0.0,652.0,0.527
654.0,0.0,654.0,0.515
656.0,0.0,656.0,0.527
658.0,0.0,658.0,0.527
660.0,0.0,660.0,0.487
662.0,0.0,662.0,0.452
664.0,0.0,664.0,0.452
666.0,6.82,666.0,0.452
668.0,0.0,668.0,0.44
670.0,0.0,670.0,0.469
672.0,0.0,672.0,0.51
674.0,0.0,674.0,0.527
676.0,0.0,676.0,0.515
678.0,0.0,678.0,0.527
680.0,0.0,680.0,0.556
682.0,0.0,682.0,0.527
684.0,0.0,684.0,0.521
686.0,0.0,686.0,0.51
688.0,0.0,688.0,0.521
690.0,0.0,690.0,0.51
692.0,0.0,692.0,0.515
694.0,7.34,694.0,0.515
696.0,0.0,696.0,0.515
698.0,0.0,698.0,0.521
700.0,0.0,700.0,0.515
702.0,0.0,702.0,0.515
704.0,0.0,704.0,0.527
706.0,0.0,706.0,0.521
708.0,0.0,708.0,0.515
710.0,0.0,710.0,0.521
712.0,0.0,712.0,0.487
714.0,0.0,714.0,0.463
716.0,0.0,716.0,0.452
718.0,0.0,718.0,0.452
720.0,0.0,720.0,0.458
722.0,0.0,722.0,0.469
724.0,7.34,724.0,0.521
726.0,0.0,726.0,0.521
728.0,0.0,728.0,0.527
730.0,0.0,730.0,0.527
732.0,0.0,732.0,0.521
734.0,0.0,734.0,0.539
736.0,0.0,736.0,0.527
738.0,0.0,738.0,0.521
740.0,0.0,740.0,0.527
742.0,0.0,742.0,0.515
744.0,0.0,744.0,0.515
746.0,0.0,746.0,0.515
748.0,0.0,748.0,0.51
750.0,0.0,750.0,0.51
752.0,7.34,752.0,0.498
754.0,0.0,754.0,0.463
756.0,0.0,756.0,0.446
758.0,0.0,758.0,0.446
760.0,0.0,760.0,0.452
762.0,0.0,762.0,0.423
764.0,0.0,764.0,0.487
766.0,0.0,766.0,0.492
768.0,0.0,768.0,0.504
770.0,0.0,770.0,0.498
772.0,0.0,772.0,0.51
774.0,0.0,774.0,0.504
776.0,0.0,776.0,0.515
778.0,0.0,778.0,0.527
780.0,0.0,780.0,0.51
782.0,7.34,782.0,0.521
784.0,0.0,784.0,0.515
786.0,0.0,786.0,0.51
788.0,0.0,788.0,0.51
790.0,0.0,790.0,0.515
792.0,0.0,792.0,0.51
794.0,0.0,794.0,0.504
796.0,0.0,796.0,0.504
798.0,0.0,798.0,0.515
800.0,0.0,800.0,0.515
802.0,0.0,802.0,0.504
804.0,0.0,804.0,0.51
806.0,0.0,806.0,0.498
808.0,0.0,808.0,0.504
810.0,7.34,810.0,0.51
812.0,0.0,812.0,0.51
814.0,0.0,814.0,0.51
816.0,0.0,816.0,0.504
818.0,0.0,818.0,0.51
820.0,0.0,820.0,0.515
822.0,0.0,822.0,0.51
824.0,0.0,824.0,0.51
826.0,0.0,826.0,0.498
828.0,0.0,828.0,0.51
830.0,0.0,830.0,0.51
832.0,0.0,832.0,0.51
834.0,0.0,834.0,0.515
836.0,0.0,836.0,0.51
838.0,7.34,838.0,0.51
840.0,0.0,840.0,0.504
842.0,0.0,842.0,0.51
844.0,0.0,844.0,0.51
846.0,0.0,846.0,0.498
848.0,0.0,848.0,0.504
850.0,0.0,850.0,0.515
852.0,0.0,852.0,0.51
854.0,0.0,854.0,0.515
856.0,0.0,856.0,0.504
858.0,0.0,858.0,0.504
860.0,0.0,860.0,0.51
862.0,0.0,862.0,0.521
864.0,0.0,864.0,0.504
866.0,0.0,866.0,0.51
868.0,7.34,868.0,0.527
870.0,0.0,870.0,0.51
872.0,0.0,872.0,0.51
874.0,0.0,874.0,0.515
876.0,0.0,876.0,0.515
878.0,0.0,878.0,0.498
880.0,0.0,880.0,0.521
882.0,0.0,882.0,0.521
884.0,0.0,884.0,0.521
886.0,0.0,886.0,0.521
888.0,0.0,888.0,0.515
890.0,0.0,890.0,0.533
892.0,0.0,892.0,0.533
894.0,0.0,894.0,0.539
896.0,7.34,896.0,0.539
898.0,0.0,898.0,0.539
900.0,0.0,900.0,0.539
902.0,0.0,902.0,0.533
904.0,0.0,904.0,0.539
906.0,0.0,906.0,0.544
908.0,0.0,908.0,0.492
910.0,0.0,910.0,0.527
912.0,0.0,912.0,0.521
914.0,0.0,914.0,0.521
916.0,0.0,916.0,0.515
918.0,0.0,918.0,0.481
920.0,0.0,920.0,0.539
922.0,0.0,922.0,0.544
924.0,7.34,924.0,0.539
926.0,0.0,926.0,0.527
928.0,0.0,928.0,0.515
930.0,0.0,930.0,0.504
932.0,0.0,932.0,0.527
934.0,0.0,934.0,0.533
936.0,0.0,936.0,0.533
938.0,0.0,938.0,0.533
940.0,0.0,940.0,0.533
942.0,0.0,942.0,0.51
944.0,0.0,944.0,0.527
946.0,0.0,946.0,0.521
948.0,0.0,948.0,0.521
950.0,7.34,950.0,0.556
952.0,0.0,952.0,0.544
954.0,0.0,954.0,0.533
956.0,0.0,956.0,0.533
958.0,0.0,958.0,0.533
960.0,0.0,960.0,0.539
962.0,0.0,962.0,0.521
964.0,0.0,964.0,0.533
966.0,0.0,966.0,0.533
968.0,0.0,968.0,0.527
970.0,0.0,970.0,0.481
972.0,0.0,972.0,0.527
974.0,0.0,974.0,0.504
976.0,0.0,976.0,0.515
978.0,7.34,978.0,0.51
980.0,0.0,980.0,0.469
982.0,0.0,982.0,0.521
984.0,0.0,984.0,0.515
986.0,0.0,986.0,0.504
988.0,0.0,988.0,0.51
990.0,0.0,990.0,0.51
992.0,0.0,992.0,0.463
994.0,0.0,994.0,0.521
996.0,0.0,996.0,0.527
998.0,0.0,998.0,0.51
1000.0,0.0,1000.0,0.51
1002.0,0.0,1002.0,0.475
1004.0,0.0,1004.0,0.504
1006.0,0.0,1006.0,0.515
1008.0,6.82,1008.0,0.51
1010.0,0.0,1010.0,0.51
1012.0,0.0,1012.0,0.515
1014.0,0.0,1014.0,0.521
1016.0,0.0,1016.0,0.515
1018.0,0.0,1018.0,0.504
1020.0,0.0,1020.0,0.504
1022.0,0.0,1022.0,0.481
1024.0,0.0,1024.0,0.504
1026.0,0.0,1026.0,0.51
1028.0,0.0,1028.0,0.51
1030.0,0.0,1030.0,0.51
1032.0,0.0,1032.0,0.492
1034.0,0.0,1034.0,0.492
1036.0,7.34,1036.0,0.487
1038.0,0.0,1038.0,0.492
1040.0,0.0,1040.0,0.487
1042.0,0.0,1042.0,0.492
1044.0,0.0,1044.0,0.521
1046.0,0.0,1046.0,0.498
1048.0,0.0,1048.0,0.51
1050.0,0.0,1050.0,0.504
1052.0,0.0,1052.0,0.51
1054.0,0.0,1054.0,0.498
1056.0,0.0,1056.0,0.521
1058.0,0.0,1058.0,0.515
1060.0,0.0,1060.0,0.521
1062.0,0.0,1062.0,0.521
1064.0,0.0,1064.0,0.521
1066.0,7.34,1066.0,0.515
1068.0,0.0,1068.0,0.521
1070.0,0.0,1070.0,0.521
1072.0,0.0,1072.0,0.521
1074.0,0.0,1074.0,0.515
1076.0,0.0,1076.0,0.515
1078.0,0.0,1078.0,0.515
1080.0,0.0,1080.0,0.504
1082.0,0.0,1082.0,0.521
1084.0,0.0,1084.0,0.515
1086.0,0.0,1086.0,0.51
1088.0,0.0,1088.0,0.51
1090.0,0.0,1090.0,0.51
1092.0,0.0,1092.0,0.504
1094.0,7.34,1094.0,0.515
1096.0,0.0,1096.0,0.515
1098.0,0.0,1098.0,0.51
1100.0,0.0,1100.0,0.515
1102.0,0.0,1102.0,0.51
1104.0,0.0,1104.0,0.51
1106.0,0.0,1106.0,0.498
1108.0,0.0,1108.0,0.515
1110.0,0.0,1110.0,0.51
1112.0,0.0,1112.0,0.51
1114.0,0.0,1114.0,0.515
1116.0,0.0,1116.0,0.492
1118.0,0.0,1118.0,0.504
1120.0,0.0,1120.0,0.515
1122.0,7.34,1122.0,0.51
1124.0,0.0,1124.0,0.51
1126.0,0.0,1126.0,0.504
1128.0,0.0,1128.0,0.51
1130.0,0.0,1130.0,0.51
1132.0,0.0,1132.0,0.498
1134.0,0.0,1134.0,0.51
1136.0,0.0,1136.0,0.469
1138.0,0.0,1138.0,0.504
1140.0,0.0,1140.0,0.521
1142.0,0.0,1142.0,0.51
1144.0,0.0,1144.0,0.504
1146.0,0.0,1146.0,0.515
1148.0,0.0,1148.0,0.521
1150.0,0.0,1150.0,0.521
1152.0,7.34,1152.0,0.515
1154.0,0.0,1154.0,0.521
1156.0,0.0,1156.0,0.521
1158.0,0.0,1158.0,0.504
1160.0,0.0,1160.0,0.515
1162.0,0.0,1162.0,0.515
1164.0,0.0,1164.0,0.51
1166.0,0.0,1166.0,0.515
1168.0,0.0,1168.0,0.51
1170.0,0.0,1170.0,0.51
1172.0,0.0,1172.0,0.521
1174.0,0.0,1174.0,0.515
1176.0,0.0,1176.0,0.515
1178.0,0.0,1178.0,0.51
1180.0,7.34,1180.0,0.515
1182.0,0.0,1182.0,0.521
1184.0,0.0,1184.0,0.521
1186.0,0.0,1186.0,0.521
1188.0,0.0,1188.0,0.544
1190.0,0.0,1190.0,0.556
1192.0,0.0,1192.0,0.533
1194.0,0.0,1194.0,0.527
1196.0,0.0,1196.0,0.527
1198.0,0.0,1198.0,0.521
1200.0,0.0,1200.0,0.515
1202.0,0.0,1202.0,0.51
1204.0,0.0,1204.0,0.51
1206.0,0.0,1206.0,0.515
1208.0,7.34,1208.0,0.51
1210.0,0.0,1210.0,0.504
1212.0,0.0,1212.0,0.51
1214.0,0.0,1214.0,0.521
1216.0,0.0,1216.0,0.533
1218.0,0.0,1218.0,0.533
1220.0,0.0,1220.0,0.533
1222.0,0.0,1222.0,0.533
1224.0,0.0,1224.0,0.521
1226.0,0.0,1226.0,0.521
1228.0,0.0,1228.0,0.527
1230.0,0.0,1230.0,0.504
1232.0,0.0,1232.0,0.51
1234.0,0.0,1234.0,0.504
1236.0,7.34,1236.0,0.498
1238.0,0.0,1238.0,0.504
1240.0,0.0,1240.0,0.463
1242.0,0.0,1242.0,0.504
1244.0,0.0,1244.0,0.521
1246.0,0.0,1246.0,0.504
1248.0,0.0,1248.0,0.515
1250.0,0.0,1250.0,0.475
1252.0,0.0,1252.0,0.504
1254.0,0.0,1254.0,0.51
1256.0,0.0,1256.0,0.51
1258.0,0.0,1258.0,0.515
1260.0,0.0,1260.0,0.504
1262.0,0.0,1262.0,0.51
1264.0,7.34,1264.0,0.533
1266.0,0.0,1266.0,0.539
1268.0,0.0,1268.0,0.539
1270.0,0.0,1270.0,0.533
1272.0,0.0,1272.0,0.527
1274.0,0.0,1274.0,0.533
1276.0,0.0,1276.0,0.51
1278.0,0.0,1278.0,0.521
1280.0,0.0,1280.0,0.515
1282.0,0.0,1282.0,0.539
1284.0,0.0,1284.0,0.527
1286.0,0.0,1286.0,0.515
1288.0,0.0,1288.0,0.521
1290.0,0.0,1290.0,0.521
1292.0,7.34,1292.0,0.51
1294.0,0.0,1294.0,0.504
1296.0,0.0,1296.0,0.51
1298.0,0.0,1298.0,0.515
1300.0,0.0,1300.0,0.504
1302.0,0.0,1302.0,0.521
1304.0,0.0,1304.0,0.51
1306.0,0.0,1306.0,0.504
1308.0,0.0,1308.0,0.51
1310.0,0.0,1310.0,0.51
1312.0,0.0,1312.0,0.515
1314.0,0.0,1314.0,0.504
1316.0,0.0,1316.0,0.504
1318.0,0.0,1318.0,0.51
1320.0,7.34,1320.0,0.51
1322.0,0.0,1322.0,0.51
1324.0,0.0,1324.0,0.515
1326.0,0.0,1326.0,0.51
1328.0,0.0,1328.0,0.51
1330.0,0.0,1330.0,0.51
1332.0,0.0,1332.0,0.515
1334.0,0.0,1334.0,0.504
1336.0,0.0,1336.0,0.515
1338.0,0.0,1338.0,0.51
1340.0,0.0,1340.0,0.51
1342.0,0.0,1342.0,0.51
1344.0,0.0,1344.0,0.51
1346.0,0.0,1346.0,0.51
1348.0,0.0,1348.0,0.51
1350.0,6.82,1350.0,0.51
1352.0,0.0,1352.0,0.504
1354.0,0.0,1354.0,0.51
1356.0,0.0,1356.0,0.498
1358.0,0.0,1358.0,0.481
1360.0,0.0,1360.0,0.487
1362.0,0.0,1362.0,0.463
1364.0,0.0,1364.0,0.458
1366.0,0.0,1366.0,0.487
1368.0,0.0,1368.0,0.498
1370.0,0.0,1370.0,0.51
1372.0,0.0,1372.0,0.51
1374.0,0.0,1374.0,0.521
1376.0,0.0,1376.0,0.481
1378.0,0.0,1378.0,0.515
1380.0,7.34,1380.0,0.521
1382.0,0.0,1382.0,0.521
1384.0,0.0,1384.0,0.521
1386.0,0.0,1386.0,0.521
1388.0,0.0,1388.0,0.515
1390.0,0.0,1390.0,0.521
1392.0,0.0,1392.0,0.521
1394.0,0.0,1394.0,0.51
1396.0,0.0,1396.0,0.469
1398.0,0.0,1398.0,0.515
1400.0,0.0,1400.0,0.51
1402.0,0.0,1402.0,0.498
1404.0,0.0,1404.0,0.504
1406.0,0.0,1406.0,0.469
1408.0,7.34,1408.0,0.527
1410.0,0.0,1410.0,0.515
1412.0,0.0,1412.0,0.504
1414.0,0.0,1414.0,0.504
1416.0,0.0,1416.0,0.487
1418.0,0.0,1418.0,0.492
1420.0,0.0,1420.0,0.515
1422.0,0.0,1422.0,0.521
1424.0,0.0,1424.0,0.504
1426.0,0.0,1426.0,0.51
1428.0,0.0,1428.0,0.469
1430.0,0.0,1430.0,0.515
1432.0,0.0,1432.0,0.515
1434.0,0.0,1434.0,0.515
1436.0,7.34,1436.0,0.504
1438.0,0.0,1438.0,0.469
1440.0,0.0,1440.0,0.527
1442.0,0.0,1442.0,0.521
1444.0,0.0,1444.0,0.51
1446.0,0.0,1446.0,0.51
1448.0,0.0,1448.0,0.458
1450.0,0.0,1450.0,0.515
1452.0,0.0,1452.0,0.515
1454.0,0.0,1454.0,0.515
1456.0,0.0,1456.0,0.51
1458.0,0.0,1458.0,0.458
1460.0,0.0,1460.0,0.515
1462.0,0.0,1462.0,0.515
1464.0,0.0,1464.0,0.515
1466.0,7.34,1466.0,0.504
1468.0,0.0,1468.0,0.463
1470.0,0.0,1470.0,0.515
1472.0,0.0,1472.0,0.515
1474.0,0.0,1474.0,0.515
1476.0,0.0,1476.0,0.521
1478.0,0.0,1478.0,0.521
1480.0,0.0,1480.0,0.475
1482.0,0.0,1482.0,0.515
1484.0,0.0,1484.0,0.521
1486.0,0.0,1486.0,0.521
1488.0,0.0,1488.0,0.521
1490.0,0.0,1490.0,0.487
1492.0,0.0,1492.0,0.521
1494.0,7.34,1494.0,0.527
1496.0,0.0,1496.0,0.527
1498.0,0.0,1498.0,0.527
1500.0,0.0,1500.0,0.492
1502.0,0.0,1502.0,0.533
1504.0,0.0,1504.0,0.527
1506.0,0.0,1506.0,0.521
1508.0,0.0,1508.0,0.521
1510.0,0.0,1510.0,0.515
1512.0,0.0,1512.0,0.55
1514.0,0.0,1514.0,0.533
1516.0,0.0,1516.0,0.533
1518.0,0.0,1518.0,0.521
1520.0,0.0,1520.0,0.481
1522.0,7.34,1522.0,0.573
1524.0,0.0,1524.0,0.539
1526.0,0.0,1526.0,0.533
1528.0,0.0,1528.0,0.527
1530.0,0.0,1530.0,0.527
1532.0,0.0,1532.0,0.487
1534.0,0.0,1534.0,0.446
1536.0,0.0,1536.0,0.411
1538.0,0.0,1538.0,0.423
1540.0,0.0,1540.0,0.423
1542.0,0.0,1542.0,0.4
1544.0,0.0,1544.0,0.498
1546.0,0.0,1546.0,0.527
1548.0,0.0,1548.0,0.527
1550.0,0.0,1550.0,0.521
1552.0,7.34,1552.0,0.504
1554.0,0.0,1554.0,0.527
1556.0,0.0,1556.0,0.521
1558.0,0.0,1558.0,0.527
1560.0,0.0,1560.0,0.527
1562.0,0.0,1562.0,0.51
1564.0,0.0,1564.0,0.504
1566.0,0.0,1566.0,0.533
1568.0,0.0,1568.0,0.527
1570.0,0.0,1570.0,0.527
1572.0,0.0,1572.0,0.51
1574.0,0.0,1574.0,0.55
1576.0,0.0,1576.0,0.533
1578.0,0.0,1578.0,0.515
1580.0,7.34,1580.0,0.521
1582.0,0.0,1582.0,0.521
1584.0,0.0,1584.0,0.492
1586.0,0.0,1586.0,0.521
1588.0,0.0,1588.0,0.521
1590.0,0.0,1590.0,0.521
1592.0,0.0,1592.0,0.527
1594.0,0.0,1594.0,0.481
1596.0,0.0,1596.0,0.521
1598.0,0.0,1598.0,0.521
1600.0,0.0,1600.0,0.515
1602.0,0.0,1602.0,0.51
1604.0,0.0,1604.0,0.492
1606.0,0.0,1606.0,0.527
1608.0,7.34,1608.0,0.515
1610.0,0.0,1610.0,0.51
1612.0,0.0,1612.0,0.51
1614.0,0.0,1614.0,0.469
1616.0,0.0,1616.0,0.521
1618.0,0.0,1618.0,0.527
1620.0,0.0,1620.0,0.504
1622.0,0.0,1622.0,0.515
1624.0,0.0,1624.0,0.475
1626.0,0.0,1626.0,0.515
1628.0,0.0,1628.0,0.51
1630.0,0.0,1630.0,0.51
1632.0,0.0,1632.0,0.51
1634.0,0.0,1634.0,0.51
1636.0,0.0,1636.0,0.487
1638.0,7.34,1638.0,0.515
1640.0,0.0,1640.0,0.51
1642.0,0.0,1642.0,0.51
1644.0,0.0,1644.0,0.51
1646.0,0.0,1646.0,0.492
1648.0,0.0,1648.0,0.533
1650.0,0.0,1650.0,0.539
1652.0,0.0,1652.0,0.539
1654.0,0.0,1654.0,0.539
1656.0,0.0,1656.0,0.515
1658.0,0.0,1658.0,0.469
1660.0,0.0,1660.0,0.452
