senderTs,senderMbps,receiverTs,receiverMbps
160.0,0.0,160.0,1.52
162.0,0.0,162.0,1.46
164.0,5.77,164.0,1.53
166.0,0.0,166.0,1.42
168.0,0.0,168.0,1.4
170.0,0.0,170.0,1.37
172.0,0.0,172.0,1.19
174.0,5.77,174.0,1.09
176.0,0.0,176.0,1.07
178.0,0.0,178.0,1.34
180.0,0.0,180.0,1.15
182.0,5.77,182.0,1.08
184.0,0.0,184.0,1.25
186.0,0.0,186.0,1.01
188.0,0.0,188.0,1.16
190.0,5.77,190.0,0.979
192.0,0.0,192.0,0.95
194.0,0.0,194.0,1.18
196.0,0.0,196.0,0.851
198.0,0.0,198.0,1.01
200.0,0.0,200.0,1.19
202.0,5.77,202.0,0.689
204.0,0.0,204.0,0.0
206.0,0.0,206.0,1.25
208.0,0.0,208.0,1.6
210.0,0.0,210.0,0.817
212.0,0.0,212.0,0.782
214.0,5.77,214.0,0.805
216.0,0.0,216.0,0.794
218.0,0.0,218.0,0.828
220.0,0.0,220.0,0.805
222.0,0.0,222.0,0.805
224.0,0.0,224.0,0.811
226.0,0.0,226.0,0.794
228.0,0.0,228.0,0.828
230.0,5.77,230.0,0.834
232.0,0.0,232.0,0.834
234.0,0.0,234.0,0.822
236.0,0.0,236.0,0.851
238.0,0.0,238.0,0.805
240.0,0.0,240.0,0.747
242.0,0.0,242.0,0.782
244.0,5.77,244.0,0.794
246.0,0.0,246.0,0.707
248.0,0.0,248.0,0.782
250.0,0.0,250.0,0.643
252.0,0.0,252.0,0.863
254.0,0.0,254.0,0.875
256.0,0.0,256.0,0.794
258.0,5.77,258.0,0.712
260.0,0.0,260.0,0.747
262.0,0.0,262.0,0.724
264.0,0.0,264.0,0.689
266.0,0.0,266.0,0.909
268.0,0.0,268.0,0.77
270.0,0.0,270.0,0.805
272.0,0.0,272.0,0.643
274.0,5.77,274.0,0.626
276.0,0.0,276.0,0.909
278.0,0.0,278.0,0.805
280.0,0.0,280.0,0.689
282.0,0.0,282.0,0.712
284.0,0.0,284.0,0.712
286.0,0.0,286.0,0.921
288.0,0.0,288.0,0.689
290.0,5.77,290.0,0.695
292.0,0.0,292.0,0.62
294.0,0.0,294.0,0.956
296.0,0.0,296.0,0.701
298.0,0.0,298.0,0.678
300.0,0.0,300.0,0.637
302.0,0.0,302.0,0.973
304.0,0.0,304.0,0.568
306.0,5.24,306.0,0.533
308.0,0.0,308.0,0.938
310.0,0.0,310.0,0.759
312.0,0.0,312.0,0.707
314.0,0.0,314.0,0.608
316.0,0.0,316.0,0.996
318.0,0.0,318.0,0.556
320.0,0.0,320.0,0.533
322.0,5.77,322.0,1.01
324.0,0.0,324.0,0.672
326.0,0.0,326.0,0.463
328.0,0.0,328.0,0.973
330.0,0.0,330.0,0.782
332.0,0.0,332.0,0.388
334.0,0.0,334.0,0.961
336.0,5.77,336.0,0.794
338.0,0.0,338.0,0.388
340.0,0.0,340.0,0.973
342.0,0.0,342.0,0.782
344.0,0.0,344.0,0.359
346.0,0.0,346.0,1.04
348.0,0.0,348.0,0.637
350.0,0.0,350.0,0.51
352.0,0.0,352.0,1.05
354.0,5.77,354.0,0.614
356.0,0.0,356.0,0.521
358.0,0.0,358.0,0.834
360.0,0.0,360.0,0.707
362.0,0.0,362.0,0.678
364.0,0.0,364.0,0.817
366.0,0.0,366.0,0.365
368.0,0.0,368.0,1.08
370.0,5.77,370.0,0.643
372.0,0.0,372.0,0.51
374.0,0.0,374.0,0.851
376.0,0.0,376.0,0.429
378.0,0.0,378.0,1.01
380.0,0.0,380.0,0.66
382.0,0.0,382.0,0.51
384.0,0.0,384.0,0.869
386.0,5.77,386.0,0.411
388.0,0.0,388.0,1.04
390.0,0.0,390.0,0.678
392.0,0.0,392.0,0.51
394.0,0.0,394.0,0.875
396.0,0.0,396.0,0.342
398.0,0.0,398.0,1.14
400.0,0.0,400.0,0.556
402.0,5.77,402.0,0.66
404.0,0.0,404.0,0.915
406.0,0.0,406.0,0.961
408.0,0.0,408.0,0.544
410.0,0.0,410.0,1.17
412.0,0.0,412.0,0.851
414.0,0.0,414.0,0.463
416.0,5.77,416.0,1.1
418.0,0.0,418.0,0.95
420.0,0.0,420.0,0.84
422.0,0.0,422.0,0.724
424.0,0.0,424.0,1.01
426.0,0.0,426.0,0.921
428.0,5.77,428.0,0.562
430.0,0.0,430.0,1.17
432.0,0.0,432.0,0.817
434.0,0.0,434.0,0.521
436.0,0.0,436.0,1.18
438.0,0.0,438.0,0.828
440.0,0.0,440.0,0.556
442.0,5.77,442.0,1.16
444.0,0.0,444.0,0.834
446.0,0.0,446.0,0.544
448.0,0.0,448.0,1.18
450.0,0.0,450.0,0.712
452.0,0.0,452.0,1.42
454.0,5.77,454.0,0.77
456.0,0.0,456.0,0.649
458.0,0.0,458.0,0.689
460.0,0.0,460.0,0.77
462.0,0.0,462.0,0.805
464.0,0.0,464.0,0.782
466.0,0.0,466.0,0.66
468.0,0.0,468.0,0.591
470.0,0.0,470.0,0.666
472.0,5.77,472.0,0.602
474.0,0.0,474.0,0.585
476.0,0.0,476.0,0.672
478.0,0.0,478.0,0.712
480.0,0.0,480.0,0.672
482.0,0.0,482.0,0.724
484.0,0.0,484.0,0.712
486.0,0.0,486.0,0.614
488.0,0.0,488.0,0.527
490.0,5.77,490.0,0.626
492.0,0.0,492.0,0.544
494.0,0.0,494.0,0.701
496.0,0.0,496.0,0.73
498.0,0.0,498.0,0.736
500.0,0.0,500.0,0.631
502.0,0.0,502.0,0.446
504.0,0.0,504.0,0.579
506.0,0.0,506.0,0.712
508.0,5.77,508.0,0.759
510.0,0.0,510.0,0.62
512.0,0.0,512.0,0.533
514.0,0.0,514.0,0.533
516.0,0.0,516.0,0.707
518.0,0.0,518.0,0.805
520.0,0.0,520.0,0.62
522.0,0.0,522.0,0.487
524.0,0.0,524.0,0.573
526.0,5.77,526.0,0.782
528.0,0.0,528.0,0.62
530.0,0.0,530.0,0.608
532.0,0.0,532.0,0.73
534.0,0.0,534.0,0.608
536.0,0.0,536.0,0.805
538.0,0.0,538.0,0.817
540.0,0.0,540.0,0.637
542.0,5.77,542.0,0.544
544.0,0.0,544.0,0.626
546.0,0.0,546.0,0.834
548.0,0.0,548.0,0.712
550.0,0.0,550.0,0.55
552.0,0.0,552.0,0.602
554.0,0.0,554.0,0.834
556.0,0.0,556.0,0.811
558.0,5.24,558.0,0.544
560.0,0.0,560.0,0.568
562.0,0.0,562.0,0.782
564.0,0.0,564.0,0.828
566.0,0.0,566.0,0.429
568.0,0.0,568.0,0.626
570.0,0.0,570.0,0.817
572.0,0.0,572.0,0.817
574.0,5.77,574.0,0.701
576.0,0.0,576.0,1.16
578.0,0.0,578.0,1.07
580.0,0.0,580.0,1.03
582.0,0.0,582.0,0.892
584.0,0.0,584.0,0.961
586.0,0.0,586.0,0.944
588.0,5.77,588.0,0.631
590.0,0.0,590.0,0.782
592.0,0.0,592.0,0.84
594.0,0.0,594.0,0.794
596.0,0.0,596.0,0.927
598.0,0.0,598.0,0.967
600.0,0.0,600.0,0.631
602.0,5.77,602.0,0.753
604.0,0.0,604.0,0.782
606.0,0.0,606.0,0.904
608.0,0.0,608.0,0.973
610.0,0.0,610.0,0.637
612.0,0.0,612.0,0.701
614.0,0.0,614.0,0.84
616.0,5.77,616.0,0.973
618.0,0.0,618.0,0.614
620.0,0.0,620.0,0.817
622.0,0.0,622.0,0.759
624.0,0.0,624.0,0.961
626.0,0.0,626.0,0.712
628.0,0.0,628.0,0.718
630.0,0.0,630.0,0.782
632.0,5.77,632.0,0.996
634.0,0.0,634.0,0.591
636.0,0.0,636.0,0.747
638.0,0.0,638.0,0.869
640.0,0.0,640.0,1.03
642.0,0.0,642.0,0.84
644.0,5.77,644.0,0.875
646.0,0.0,646.0,0.927
648.0,0.0,648.0,0.967
650.0,0.0,650.0,1.09
652.0,0.0,652.0,0.944
654.0,0.0,654.0,0.996
656.0,5.77,656.0,1.02
658.0,0.0,658.0,0.759
660.0,0.0,660.0,0.95
662.0,0.0,662.0,1.0
664.0,0.0,664.0,0.961
666.0,5.77,666.0,0.996
668.0,0.0,668.0,1.01
670.0,0.0,670.0,0.805
672.0,0.0,672.0,0.886
674.0,0.0,674.0,0.973
676.0,0.0,676.0,0.996
678.0,0.0,678.0,0.828
680.0,5.77,680.0,0.851
682.0,0.0,682.0,1.08
684.0,0.0,684.0,0.996
686.0,0.0,686.0,0.243
688.0,0.0,688.0,1.58
690.0,0.0,690.0,0.602
692.0,0.0,692.0,0.707
694.0,5.77,694.0,0.562
696.0,0.0,696.0,0.568
698.0,0.0,698.0,0.458
700.0,0.0,700.0,0.475
702.0,0.0,702.0,0.51
704.0,0.0,704.0,0.487
706.0,0.0,706.0,0.579
708.0,0.0,708.0,0.51
710.0,0.0,710.0,0.382
712.0,0.0,712.0,0.556
714.0,0.0,714.0,0.51
716.0,5.77,716.0,0.533
718.0,0.0,718.0,0.365
720.0,0.0,720.0,0.591
722.0,0.0,722.0,0.515
724.0,0.0,724.0,0.562
726.0,0.0,726.0,0.348
728.0,0.0,728.0,0.602
730.0,0.0,730.0,0.556
732.0,0.0,732.0,0.44
734.0,0.0,734.0,0.463
736.0,0.0,736.0,0.533
738.0,0.0,738.0,0.637
740.0,5.77,740.0,0.556
742.0,0.0,742.0,0.643
744.0,0.0,744.0,0.498
746.0,0.0,746.0,0.718
748.0,0.0,748.0,0.724
750.0,0.0,750.0,0.654
752.0,0.0,752.0,0.649
754.0,0.0,754.0,0.701
756.0,5.77,756.0,0.591
758.0,0.0,758.0,0.62
760.0,0.0,760.0,0.544
762.0,0.0,762.0,0.77
764.0,0.0,764.0,0.602
766.0,0.0,766.0,0.736
768.0,0.0,768.0,0.626
770.0,0.0,770.0,0.417
772.0,0.0,772.0,0.747
774.0,5.77,774.0,0.683
776.0,0.0,776.0,0.712
778.0,0.0,778.0,0.614
780.0,0.0,780.0,0.405
782.0,0.0,782.0,0.805
784.0,0.0,784.0,0.376
786.0,0.0,786.0,0.782
788.0,0.0,788.0,0.527
790.0,0.0,790.0,0.452
792.0,0.0,792.0,0.429
794.0,5.77,794.0,0.359
796.0,0.0,796.0,0.394
798.0,0.0,798.0,0.307
800.0,0.0,800.0,0.261
802.0,0.0,802.0,0.394
804.0,0.0,804.0,0.388
806.0,0.0,806.0,0.417
808.0,0.0,808.0,0.209
810.0,0.0,810.0,0.382
812.0,0.0,812.0,0.365
814.0,0.0,814.0,0.429
816.0,0.0,816.0,0.203
818.0,0.0,818.0,0.4
820.0,0.0,820.0,0.382
822.0,0.0,822.0,0.458
824.0,0.0,824.0,0.18
826.0,0.0,826.0,0.382
828.0,5.24,828.0,0.446
830.0,0.0,830.0,0.371
832.0,0.0,832.0,0.237
834.0,0.0,834.0,0.434
836.0,0.0,836.0,0.452
838.0,0.0,838.0,0.18
840.0,0.0,840.0,0.411
842.0,0.0,842.0,0.463
844.0,0.0,844.0,0.203
846.0,0.0,846.0,0.452
848.0,0.0,848.0,0.469
850.0,0.0,850.0,0.544
852.0,0.0,852.0,0.533
854.0,0.0,854.0,0.521
856.0,5.77,856.0,0.539
858.0,0.0,858.0,0.533
860.0,0.0,860.0,0.33
862.0,0.0,862.0,0.475
864.0,0.0,864.0,0.51
866.0,0.0,866.0,0.579
868.0,0.0,868.0,0.533
870.0,0.0,870.0,0.579
872.0,0.0,872.0,0.544
874.0,0.0,874.0,0.521
876.0,0.0,876.0,0.284
878.0,5.77,878.0,0.533
880.0,0.0,880.0,0.597
882.0,0.0,882.0,0.602
884.0,0.0,884.0,0.533
886.0,0.0,886.0,0.388
888.0,0.0,888.0,0.394
890.0,0.0,890.0,0.614
892.0,0.0,892.0,0.608
894.0,0.0,894.0,0.533
896.0,0.0,896.0,0.33
898.0,0.0,898.0,0.51
900.0,5.77,900.0,0.631
902.0,0.0,902.0,0.591
904.0,0.0,904.0,0.51
906.0,0.0,906.0,0.319
908.0,0.0,908.0,0.626
910.0,0.0,910.0,0.0579
912.0,0.0,912.0,0.0
914.0,0.0,914.0,1.22
916.0,0.0,916.0,0.342
918.0,0.0,918.0,0.336
920.0,0.0,920.0,0.307
922.0,0.0,922.0,0.33
924.0,0.0,924.0,0.353
926.0,0.0,926.0,0.203
928.0,0.0,928.0,0.313
930.0,5.77,930.0,0.353
932.0,0.0,932.0,0.371
934.0,0.0,934.0,0.295
936.0,0.0,936.0,0.185
938.0,0.0,938.0,0.336
940.0,0.0,940.0,0.376
942.0,0.0,942.0,0.371
944.0,0.0,944.0,0.127
946.0,0.0,946.0,0.353
948.0,0.0,948.0,0.382
950.0,0.0,950.0,0.388
952.0,0.0,952.0,0.319
954.0,0.0,954.0,0.226
956.0,0.0,956.0,0.382
958.0,0.0,958.0,0.423
960.0,0.0,960.0,0.429
962.0,5.77,962.0,0.411
964.0,0.0,964.0,0.359
966.0,0.0,966.0,0.191
968.0,0.0,968.0,0.434
970.0,0.0,970.0,0.44
972.0,0.0,972.0,0.463
974.0,0.0,974.0,0.353
976.0,0.0,976.0,0.18
978.0,0.0,978.0,0.463
980.0,0.0,980.0,0.469
982.0,0.0,982.0,0.405
984.0,0.0,984.0,0.156
986.0,0.0,986.0,0.458
988.0,0.0,988.0,0.487
990.0,0.0,990.0,0.463
992.0,0.0,992.0,0.151
994.0,5.77,994.0,0.44
996.0,0.0,996.0,0.504
998.0,0.0,998.0,0.411
1000.0,0.0,1000.0,0.174
1002.0,0.0,1002.0,0.498
1004.0,0.0,1004.0,0.521
1006.0,0.0,1006.0,0.122
1008.0,0.0,1008.0,0.0
1010.0,0.0,1010.0,0.77
1012.0,0.0,1012.0,0.388
1014.0,0.0,1014.0,0.348
1016.0,0.0,1016.0,0.295
1018.0,0.0,1018.0,0.319
1020.0,0.0,1020.0,0.272
1022.0,0.0,1022.0,0.104
1024.0,0.0,1024.0,0.295
1026.0,0.0,1026.0,0.313
1028.0,5.77,1028.0,0.284
1030.0,0.0,1030.0,0.307
1032.0,0.0,1032.0,0.284
1034.0,0.0,1034.0,0.226
1036.0,0.0,1036.0,0.203
1038.0,0.0,1038.0,0.319
1040.0,0.0,1040.0,0.313
1042.0,0.0,1042.0,0.342
1044.0,0.0,1044.0,0.307
1046.0,0.0,1046.0,0.122
1048.0,0.0,1048.0,0.342
1050.0,0.0,1050.0,0.33
1052.0,0.0,1052.0,0.33
1054.0,0.0,1054.0,0.104
1056.0,0.0,1056.0,0.371
1058.0,0.0,1058.0,0.33
1060.0,0.0,1060.0,0.342
1062.0,0.0,1062.0,0.122
1064.0,0.0,1064.0,0.4
1066.0,0.0,1066.0,0.382
1068.0,5.77,1068.0,0.342
1070.0,0.0,1070.0,0.417
1072.0,0.0,1072.0,0.353
1074.0,0.0,1074.0,0.18
1076.0,0.0,1076.0,0.4
1078.0,0.0,1078.0,0.417
1080.0,0.0,1080.0,0.394
1082.0,0.0,1082.0,0.411
1084.0,0.0,1084.0,0.388
1086.0,0.0,1086.0,0.156
1088.0,0.0,1088.0,0.452
1090.0,0.0,1090.0,0.446
1092.0,0.0,1092.0,0.394
1094.0,0.0,1094.0,0.4
1096.0,0.0,1096.0,0.156
1098.0,5.77,1098.0,0.463
1100.0,0.0,1100.0,0.423
1102.0,0.0,1102.0,0.405
1104.0,0.0,1104.0,0.156
1106.0,0.0,1106.0,0.481
1108.0,0.0,1108.0,0.44
1110.0,0.0,1110.0,0.417
1112.0,0.0,1112.0,0.174
1114.0,0.0,1114.0,0.301
1116.0,0.0,1116.0,0.562
1118.0,0.0,1118.0,0.168
1120.0,0.0,1120.0,0.0
1122.0,0.0,1122.0,0.29
1124.0,0.0,1124.0,0.127
1126.0,0.0,1126.0,0.133
1128.0,0.0,1128.0,0.139
1130.0,0.0,1130.0,0.145
1132.0,0.0,1132.0,0.151
1134.0,0.0,1134.0,0.156
1136.0,0.0,1136.0,0.145
1138.0,0.0,1138.0,0.162
1140.0,0.0,1140.0,0.139
1142.0,0.0,1142.0,0.133
1144.0,0.0,1144.0,0.0811
1146.0,0.0,1146.0,0.18
1148.0,5.77,1148.0,0.18
1150.0,0.0,1150.0,0.162
1152.0,0.0,1152.0,0.145
1154.0,0.0,1154.0,0.104
1156.0,0.0,1156.0,0.191
1158.0,0.0,1158.0,0.203
1160.0,0.0,1160.0,0.139
1162.0,0.0,1162.0,0.11
1164.0,0.0,1164.0,0.214
1166.0,0.0,1166.0,0.197
1168.0,0.0,1168.0,0.226
1170.0,0.0,1170.0,0.18
1172.0,0.0,1172.0,0.203
1174.0,0.0,1174.0,0.139
1176.0,0.0,1176.0,0.249
1178.0,0.0,1178.0,0.203
1180.0,0.0,1180.0,0.203
1182.0,0.0,1182.0,0.232
1184.0,0.0,1184.0,0.174
1186.0,0.0,1186.0,0.214
1188.0,0.0,1188.0,0.255
1190.0,0.0,1190.0,0.226
1192.0,0.0,1192.0,0.237
1194.0,0.0,1194.0,0.151
1196.0,0.0,1196.0,0.249
1198.0,0.0,1198.0,0.237
1200.0,0.0,1200.0,0.261
1202.0,0.0,1202.0,0.156
1204.0,0.0,1204.0,0.249
1206.0,5.77,1206.0,0.319
1208.0,0.0,1208.0,0.319
1210.0,0.0,1210.0,0.33
1212.0,0.0,1212.0,0.336
1214.0,0.0,1214.0,0.342
1216.0,0.0,1216.0,0.342
1218.0,0.0,1218.0,0.348
1220.0,0.0,1220.0,0.307
1222.0,0.0,1222.0,0.307
1224.0,0.0,1224.0,0.156
1226.0,0.0,1226.0,0.365
1228.0,0.0,1228.0,0.33
1230.0,0.0,1230.0,0.336
1232.0,0.0,1232.0,0.307
1234.0,0.0,1234.0,0.168
1236.0,0.0,1236.0,0.365
1238.0,0.0,1238.0,0.365
1240.0,0.0,1240.0,0.307
1242.0,0.0,1242.0,0.162
1244.0,0.0,1244.0,0.4
1246.0,5.77,1246.0,0.388
1248.0,0.0,1248.0,0.301
1250.0,0.0,1250.0,0.162
1252.0,0.0,1252.0,0.429
1254.0,0.0,1254.0,0.411
1256.0,0.0,1256.0,0.405
1258.0,0.0,1258.0,0.388
1260.0,0.0,1260.0,0.353
1262.0,0.0,1262.0,0.29
1264.0,0.0,1264.0,0.365
1266.0,0.0,1266.0,0.452
1268.0,0.0,1268.0,0.434
1270.0,0.0,1270.0,0.405
1272.0,0.0,1272.0,0.342
1274.0,0.0,1274.0,0.249
1276.0,5.77,1276.0,0.475
1278.0,0.0,1278.0,0.452
1280.0,0.0,1280.0,0.411
1282.0,0.0,1282.0,0.133
1284.0,0.0,1284.0,0.498
1286.0,0.0,1286.0,0.463
1288.0,0.0,1288.0,0.434
1290.0,0.0,1290.0,0.203
1292.0,0.0,1292.0,0.44
1294.0,0.0,1294.0,0.481
1296.0,0.0,1296.0,0.44
1298.0,0.0,1298.0,0.139
1300.0,0.0,1300.0,0.527
1302.0,0.0,1302.0,0.498
1304.0,5.77,1304.0,0.284
1306.0,0.0,1306.0,0.319
1308.0,0.0,1308.0,0.51
1310.0,0.0,1310.0,0.487
1312.0,0.0,1312.0,0.33
1314.0,0.0,1314.0,0.487
1316.0,0.0,1316.0,0.666
1318.0,0.0,1318.0,0.776
1320.0,0.0,1320.0,0.678
1322.0,0.0,1322.0,0.602
1324.0,0.0,1324.0,0.573
1326.0,0.0,1326.0,0.469
1328.0,5.77,1328.0,0.452
1330.0,0.0,1330.0,0.556
1332.0,0.0,1332.0,0.44
1334.0,0.0,1334.0,0.614
1336.0,0.0,1336.0,0.585
1338.0,0.0,1338.0,0.614
1340.0,0.0,1340.0,0.44
1342.0,0.0,1342.0,0.498
1344.0,0.0,1344.0,0.434
1346.0,0.0,1346.0,0.643
1348.0,0.0,1348.0,0.591
1350.0,5.24,1350.0,0.533
1352.0,0.0,1352.0,0.429
1354.0,0.0,1354.0,0.458
1356.0,0.0,1356.0,0.666
1358.0,0.0,1358.0,0.573
1360.0,0.0,1360.0,0.446
1362.0,0.0,1362.0,0.533
1364.0,0.0,1364.0,0.498
1366.0,0.0,1366.0,0.602
1368.0,0.0,1368.0,0.556
1370.0,0.0,1370.0,0.475
1372.0,5.77,1372.0,0.475
1374.0,0.0,1374.0,0.614
1376.0,0.0,1376.0,0.544
1378.0,0.0,1378.0,0.515
1380.0,0.0,1380.0,0.626
1382.0,0.0,1382.0,0.614
1384.0,0.0,1384.0,0.712
1386.0,0.0,1386.0,0.626
1388.0,0.0,1388.0,0.701
1390.0,5.77,1390.0,0.521
1392.0,0.0,1392.0,0.66
1394.0,0.0,1394.0,0.533
1396.0,0.0,1396.0,0.747
1398.0,0.0,1398.0,0.62
1400.0,0.0,1400.0,0.66
1402.0,0.0,1402.0,0.533
1404.0,0.0,1404.0,0.724
1406.0,0.0,1406.0,0.585
1408.0,5.77,1408.0,0.626
1410.0,0.0,1410.0,0.66
1412.0,0.0,1412.0,0.568
1414.0,0.0,1414.0,0.591
1416.0,0.0,1416.0,0.643
1418.0,0.0,1418.0,0.654
1420.0,0.0,1420.0,0.568
1422.0,0.0,1422.0,0.637
1424.0,0.0,1424.0,0.724
1426.0,5.77,1426.0,0.544
1428.0,0.0,1428.0,0.579
1430.0,0.0,1430.0,0.631
1432.0,0.0,1432.0,0.579
1434.0,0.0,1434.0,0.689
1436.0,0.0,1436.0,0.649
1438.0,0.0,1438.0,0.463
1440.0,0.0,1440.0,0.0
1442.0,0.0,1442.0,0.863
1444.0,0.0,1444.0,0.614
1446.0,5.77,1446.0,0.515
1448.0,0.0,1448.0,0.463
1450.0,0.0,1450.0,0.487
1452.0,0.0,1452.0,0.458
1454.0,0.0,1454.0,0.452
1456.0,0.0,1456.0,0.388
1458.0,0.0,1458.0,0.348
1460.0,0.0,1460.0,0.469
1462.0,0.0,1462.0,0.452
1464.0,0.0,1464.0,0.376
1466.0,0.0,1466.0,0.313
1468.0,0.0,1468.0,0.434
1470.0,0.0,1470.0,0.394
1472.0,0.0,1472.0,0.452
1474.0,0.0,1474.0,0.446
1476.0,5.77,1476.0,0.417
1478.0,0.0,1478.0,0.33
1480.0,0.0,1480.0,0.382
1482.0,0.0,1482.0,0.469
1484.0,0.0,1484.0,0.452
1486.0,0.0,1486.0,0.342
1488.0,0.0,1488.0,0.371
1490.0,0.0,1490.0,0.429
1492.0,0.0,1492.0,0.521
1494.0,0.0,1494.0,0.411
1496.0,0.0,1496.0,0.29
1498.0,0.0,1498.0,0.423
1500.0,0.0,1500.0,0.544
1502.0,0.0,1502.0,0.417
1504.0,5.77,1504.0,0.284
1506.0,0.0,1506.0,0.544
1508.0,0.0,1508.0,0.475
1510.0,0.0,1510.0,0.579
1512.0,0.0,1512.0,0.446
1514.0,0.0,1514.0,0.55
1516.0,0.0,1516.0,0.388
1518.0,0.0,1518.0,0.51
1520.0,0.0,1520.0,0.487
1522.0,0.0,1522.0,0.614
1524.0,5.77,1524.0,0.417
1526.0,0.0,1526.0,0.417
1528.0,0.0,1528.0,0.515
1530.0,0.0,1530.0,0.521
1532.0,0.0,1532.0,0.631
1534.0,0.0,1534.0,0.411
1536.0,0.0,1536.0,0.44
1538.0,0.0,1538.0,0.556
1540.0,0.0,1540.0,0.521
1542.0,0.0,1542.0,0.429
1544.0,0.0,1544.0,0.44
1546.0,0.0,1546.0,0.353
1548.0,5.77,1548.0,0.533
1550.0,0.0,1550.0,0.226
1552.0,0.0,1552.0,0.446
1554.0,0.0,1554.0,0.18
1556.0,0.0,1556.0,0.11
1558.0,0.0,1558.0,0.162
1560.0,0.0,1560.0,0.162
1562.0,0.0,1562.0,0.139
1564.0,0.0,1564.0,0.185
1566.0,0.0,1566.0,0.191
1568.0,0.0,1568.0,0.0985
1570.0,0.0,1570.0,0.139
1572.0,0.0,1572.0,0.191
1574.0,0.0,1574.0,0.185
1576.0,0.0,1576.0,0.191
1578.0,0.0,1578.0,0.214
1580.0,0.0,1580.0,0.104
1582.0,0.0,1582.0,0.18
1584.0,0.0,1584.0,0.203
1586.0,0.0,1586.0,0.197
1588.0,0.0,1588.0,0.214
1590.0,0.0,1590.0,0.0985
1592.0,0.0,1592.0,0.226
1594.0,0.0,1594.0,0.185
1596.0,0.0,1596.0,0.249
1598.0,0.0,1598.0,0.133
1600.0,0.0,1600.0,0.214
1602.0,0.0,1602.0,0.18
1604.0,0.0,1604.0,0.272
1606.0,0.0,1606.0,0.151
1608.0,0.0,1608.0,0.226
1610.0,5.77,1610.0,0.185
1612.0,0.0,1612.0,0.29
1614.0,0.0,1614.0,0.127
1616.0,0.0,1616.0,0.272
1618.0,0.0,1618.0,0.191
1620.0,0.0,1620.0,0.191
1622.0,0.0,1622.0,0.232
1624.0,0.0,1624.0,0.191
1626.0,0.0,1626.0,0.319
1628.0,0.0,1628.0,0.168
1630.0,0.0,1630.0,0.261
1632.0,0.0,1632.0,0.226
1634.0,0.0,1634.0,0.203
1636.0,0.0,1636.0,0.261
1638.0,0.0,1638.0,0.209
1640.0,0.0,1640.0,0.226
1642.0,0.0,1642.0,0.255
1644.0,0.0,1644.0,0.22
1646.0,0.0,1646.0,0.226
1648.0,0.0,1648.0,0.261
1650.0,0.0,1650.0,0.237
1652.0,0.0,1652.0,0.237
1654.0,0.0,1654.0,0.261
1656.0,0.0,1656.0,0.237
1658.0,5.77,1658.0,0.116
1660.0,0.0,1660.0,0.429
